Date,City,Period,O3,NO2,PM10,PM2.5
2021-10-06,Manchester,Pandemic,37,24,10,4
2021-10-06,Sheffield,Pandemic,46,15,6,3
2021-10-07,Edinburgh,Pandemic,37,3,3,1
2021-10-07,London,Pandemic,26,20,11,7
2021-10-07,Manchester,Pandemic,18,NA,12,6
2021-10-07,Sheffield,Pandemic,27,13,10,5
2021-10-08,Edinburgh,Pandemic,42,14,5,3
2021-10-08,London,Pandemic,21,23,11,7
2021-10-08,Manchester,Pandemic,12,NA,16,10
2021-10-08,Sheffield,Pandemic,20,17,13,8
2021-10-09,Edinburgh,Pandemic,34,9,5,3
2021-10-09,London,Pandemic,22,38,34,28
2021-10-09,Manchester,Pandemic,8,NA,17,12
2021-10-09,Sheffield,Pandemic,11,19,15,12
2021-10-10,Edinburgh,Pandemic,53,8,9,5
2021-10-10,London,Pandemic,24,25,20,16
2021-10-10,Manchester,Pandemic,41,NA,11,6
2021-10-10,Sheffield,Pandemic,48,9,8,4
2021-10-11,Edinburgh,Pandemic,48,12,10,4
2021-10-11,London,Pandemic,23,28,15,8
2021-10-11,Manchester,Pandemic,35,NA,20,9
2021-10-11,Sheffield,Pandemic,52,11,10,5
2021-10-12,Edinburgh,Pandemic,47,14,5,3
2021-10-12,London,Pandemic,19,28,14,8
2021-10-12,Manchester,Pandemic,20,NA,13,7
2021-10-12,Sheffield,Pandemic,37,17,8,5
2021-10-13,Edinburgh,Pandemic,58,12,5,2
2021-10-13,London,Pandemic,18,32,13,7
2021-10-13,Manchester,Pandemic,21,27,13,8
2021-10-13,Sheffield,Pandemic,32,15,8,5
2021-10-14,Edinburgh,Pandemic,61,8,7,4
2021-10-14,London,Pandemic,30,21,12,8
2021-10-14,Manchester,Pandemic,35,28,15,8
2021-10-14,Sheffield,Pandemic,52,12,10,6
2021-10-15,Edinburgh,Pandemic,39,23,6,3
2021-10-15,London,Pandemic,41,26,14,8
2021-10-15,Manchester,Pandemic,29,37,14,7
2021-10-15,Sheffield,Pandemic,34,26,14,8
2021-10-16,Edinburgh,Pandemic,30,18,6,4
2021-10-16,London,Pandemic,17,41,18,12
2021-10-16,Manchester,Pandemic,13,43,20,13
2021-10-16,Sheffield,Pandemic,18,31,17,12
2021-10-17,Edinburgh,Pandemic,24,16,6,5
2021-10-17,London,Pandemic,33,24,14,10
2021-10-17,Manchester,Pandemic,31,26,17,13
2021-10-17,Sheffield,Pandemic,41,17,17,13
2021-10-18,Edinburgh,Pandemic,38,13,6,3
2021-10-18,London,Pandemic,26,24,13,9
2021-10-18,Manchester,Pandemic,20,33,14,10
2021-10-18,Sheffield,Pandemic,32,17,16,12
2021-10-19,Edinburgh,Pandemic,52,7,4,2
2021-10-19,London,Pandemic,40,6,21,13
2021-10-19,Manchester,Pandemic,17,27,7,4
2021-10-19,Sheffield,Pandemic,33,11,7,4
2021-10-20,Edinburgh,Pandemic,65,10,10,4
2021-10-20,London,Pandemic,59,10,10,6
2021-10-20,Manchester,Pandemic,26,39,13,7
2021-10-20,Sheffield,Pandemic,46,18,11,5
2021-10-21,Edinburgh,Pandemic,59,15,10,4
2021-10-21,London,Pandemic,44,21,9,4
2021-10-21,Manchester,Pandemic,45,22,13,6
2021-10-21,Sheffield,Pandemic,54,11,8,4
2021-10-22,Edinburgh,Pandemic,52,19,7,3
2021-10-22,London,Pandemic,37,24,8,4
2021-10-22,Manchester,Pandemic,44,30,13,6
2021-10-22,Sheffield,Pandemic,59,13,8,4
2021-10-23,Edinburgh,Pandemic,69,4,4,2
2021-10-23,London,Pandemic,46,19,8,4
2021-10-23,Manchester,Pandemic,35,32,12,7
2021-10-23,Sheffield,Pandemic,51,15,7,4
2021-10-24,Edinburgh,Pandemic,65,3,4,2
2021-10-24,London,Pandemic,64,9,8,5
2021-10-24,Manchester,Pandemic,42,22,11,7
2021-10-24,Sheffield,Pandemic,51,11,8,5
2021-10-25,Edinburgh,Pandemic,66,5,6,3
2021-10-25,London,Pandemic,42,21,11,6
2021-10-25,Manchester,Pandemic,31,31,13,6
2021-10-25,Sheffield,Pandemic,46,15,9,5
2021-10-26,Edinburgh,Pandemic,67,3,7,3
2021-10-26,London,Pandemic,50,14,9,5
2021-10-26,Manchester,Pandemic,30,31,10,5
2021-10-26,Sheffield,Pandemic,52,9,8,4
2021-10-27,Edinburgh,Pandemic,67,6,3,1
2021-10-27,London,Pandemic,68,8,8,4
2021-10-27,Manchester,Pandemic,46,23,11,5
2021-10-27,Sheffield,Pandemic,61,7,8,4
2021-10-28,Edinburgh,Pandemic,35,22,5,3
2021-10-28,London,Pandemic,59,11,12,7
2021-10-28,Manchester,Pandemic,46,24,11,6
2021-10-28,Sheffield,Pandemic,56,12,12,6
2021-10-29,Edinburgh,Pandemic,48,16,5,3
2021-10-29,London,Pandemic,64,13,11,6
2021-10-29,Manchester,Pandemic,37,32,10,6
2021-10-29,Sheffield,Pandemic,47,18,11,5
2021-10-30,Edinburgh,Pandemic,52,9,4,2
2021-10-30,London,Pandemic,53,16,8,4
2021-10-30,Manchester,Pandemic,38,28,10,6
2021-10-30,Sheffield,Pandemic,41,20,7,4
2021-10-31,Edinburgh,Pandemic,49,12,4,2
2021-10-31,London,Pandemic,66,7,10,5
2021-10-31,Manchester,Pandemic,45,21,9,5
2021-10-31,Sheffield,Pandemic,50,11,7,4
2021-11-01,Edinburgh,Pandemic,59,14,5,2
2021-11-01,London,Pandemic,49,21,11,5
2021-11-01,Manchester,Pandemic,40,30,7,4
2021-11-01,Sheffield,Pandemic,56,12,5,3
2021-11-02,Edinburgh,Pandemic,41,24,6,3
2021-11-02,London,Pandemic,10,48,16,10
2021-11-02,Manchester,Pandemic,15,45,11,7
2021-11-02,Sheffield,Pandemic,34,29,8,4
2021-11-03,Edinburgh,Pandemic,43,21,4,2
2021-11-03,London,Pandemic,21,33,17,12
2021-11-03,Manchester,Pandemic,11,43,15,10
2021-11-03,Sheffield,Pandemic,36,21,6,4
2021-11-04,Edinburgh,Pandemic,40,29,5,2
2021-11-04,London,Pandemic,41,21,12,7
2021-11-04,Manchester,Pandemic,23,40,18,8
2021-11-04,Sheffield,Pandemic,43,17,6,4
2021-11-05,Edinburgh,Pandemic,59,17,6,3
2021-11-05,London,Pandemic,11,42,24,18
2021-11-05,Manchester,Pandemic,3,56,34,25
2021-11-05,Sheffield,Pandemic,30,32,12,8
2021-11-06,Edinburgh,Pandemic,68,6,7,4
2021-11-06,London,Pandemic,48,13,14,10
2021-11-06,Manchester,Pandemic,34,24,15,9
2021-11-06,Sheffield,Pandemic,54,11,9,5
2021-11-07,Edinburgh,Pandemic,57,17,12,7
2021-11-07,London,Pandemic,48,17,16,9
2021-11-07,Manchester,Pandemic,54,12,26,12
2021-11-07,Sheffield,Pandemic,61,7,21,10
2021-11-08,Edinburgh,Pandemic,43,17,9,4
2021-11-08,London,Pandemic,18,33,20,12
2021-11-08,Manchester,Pandemic,12,40,16,9
2021-11-08,Sheffield,Pandemic,30,23,14,7
2021-11-09,Edinburgh,Pandemic,60,8,6,3
2021-11-09,London,Pandemic,44,19,9,6
2021-11-09,Manchester,Pandemic,30,31,8,4
2021-11-09,Sheffield,Pandemic,46,15,8,4
2021-11-10,Edinburgh,Pandemic,54,10,12,5
2021-11-10,London,Pandemic,27,26,10,8
2021-11-10,Manchester,Pandemic,14,45,19,13
2021-11-10,Sheffield,Pandemic,31,27,11,7
2021-11-11,Edinburgh,Pandemic,52,10,4,2
2021-11-11,London,Pandemic,37,20,11,8
2021-11-11,Manchester,Pandemic,13,36,20,14
2021-11-11,Sheffield,Pandemic,22,26,17,12
2021-11-12,Edinburgh,Pandemic,50,13,4,2
2021-11-12,London,Pandemic,50,13,12,8
2021-11-12,Manchester,Pandemic,39,24,12,7
2021-11-12,Sheffield,Pandemic,48,13,8,5
2021-11-13,Edinburgh,Pandemic,25,40,13,9
2021-11-13,London,Pandemic,42,15,6,3
2021-11-13,Manchester,Pandemic,28,33,18,11
2021-11-13,Sheffield,Pandemic,43,15,9,6
2021-11-14,Edinburgh,Pandemic,26,25,7,5
2021-11-14,London,Pandemic,36,14,9,7
2021-11-14,Manchester,Pandemic,3,52,24,18
2021-11-14,Sheffield,Pandemic,22,25,23,18
2021-11-15,Edinburgh,Pandemic,46,17,6,3
2021-11-15,London,Pandemic,13,36,17,12
2021-11-15,Manchester,Pandemic,2,43,26,19
2021-11-15,Sheffield,Pandemic,12,28,22,17
2021-11-16,Edinburgh,Pandemic,65,5,7,3
2021-11-16,London,Pandemic,7,44,23,16
2021-11-16,Manchester,Pandemic,8,45,20,14
2021-11-16,Sheffield,Pandemic,22,22,15,11
2021-11-17,Edinburgh,Pandemic,64,9,8,4
2021-11-17,London,Pandemic,15,39,19,11
2021-11-17,Manchester,Pandemic,32,34,24,11
2021-11-17,Sheffield,Pandemic,52,14,16,8
2021-11-18,Edinburgh,Pandemic,65,8,4,2
2021-11-18,London,Pandemic,25,31,14,8
2021-11-18,Manchester,Pandemic,19,40,12,6
2021-11-18,Sheffield,Pandemic,52,11,7,4
2021-11-19,Edinburgh,Pandemic,NA,NA,5,3
2021-11-19,London,Pandemic,34,22,12,8
2021-11-19,Manchester,Pandemic,32,34,13,6
2021-11-19,Sheffield,Pandemic,49,17,6,4
2021-11-20,Edinburgh,Pandemic,54,15,4,2
2021-11-20,London,Pandemic,53,16,11,8
2021-11-20,Manchester,Pandemic,46,25,13,7
2021-11-20,Sheffield,Pandemic,61,13,7,4
2021-11-21,Edinburgh,Pandemic,48,16,4,2
2021-11-21,London,Pandemic,49,11,8,4
2021-11-21,Manchester,Pandemic,29,28,10,5
2021-11-21,Sheffield,Pandemic,49,11,6,3
2021-11-22,Edinburgh,Pandemic,30,29,5,2
2021-11-22,London,Pandemic,37,19,12,6
2021-11-22,Manchester,Pandemic,9,66,21,12
2021-11-22,Sheffield,Pandemic,26,33,13,7
2021-11-23,Edinburgh,Pandemic,51,22,4,2
2021-11-23,London,Pandemic,4,47,25,17
2021-11-23,Manchester,Pandemic,18,46,15,10
2021-11-23,Sheffield,Pandemic,29,28,9,6
2021-11-24,Edinburgh,Pandemic,43,24,8,4
2021-11-24,London,Pandemic,13,44,30,22
2021-11-24,Manchester,Pandemic,21,40,15,8
2021-11-24,Sheffield,Pandemic,38,20,11,7
2021-11-25,Edinburgh,Pandemic,NA,19,9,4
2021-11-25,London,Pandemic,24,34,15,8
2021-11-25,Manchester,Pandemic,16,50,16,8
2021-11-25,Sheffield,Pandemic,45,17,13,7
2021-11-26,Edinburgh,Pandemic,51,11,5,2
2021-11-26,London,Pandemic,44,20,9,5
2021-11-26,Manchester,Pandemic,46,23,12,5
2021-11-26,Sheffield,Pandemic,58,9,6,3
2021-11-27,Edinburgh,Pandemic,65,11,9,4
2021-11-27,London,Pandemic,59,8,5,3
2021-11-27,Manchester,Pandemic,48,24,11,6
2021-11-27,Sheffield,Pandemic,62,7,8,4
2021-11-28,Edinburgh,Pandemic,66,25,5,3
2021-11-28,London,Pandemic,51,17,8,5
2021-11-28,Manchester,Pandemic,18,59,17,12
2021-11-28,Sheffield,Pandemic,51,18,6,4
2021-11-29,Edinburgh,Pandemic,45,16,4,2
2021-11-29,London,Pandemic,12,42,18,13
2021-11-29,Manchester,Pandemic,4,62,25,20
2021-11-29,Sheffield,Pandemic,28,39,8,5
2021-11-30,Edinburgh,Pandemic,48,13,2,1
2021-11-30,London,Pandemic,41,17,6,4
2021-11-30,Manchester,Pandemic,33,34,11,7
2021-11-30,Sheffield,Pandemic,54,10,3,2
2021-12-01,Edinburgh,Pandemic,56,20,6,3
2021-12-01,London,Pandemic,52,14,6,3
2021-12-01,Manchester,Pandemic,39,29,12,6
2021-12-01,Sheffield,Pandemic,57,11,6,3
2021-12-02,Edinburgh,Pandemic,48,23,9,4
2021-12-02,London,Pandemic,30,32,12,6
2021-12-02,Manchester,Pandemic,26,45,17,8
2021-12-02,Sheffield,Pandemic,49,17,10,5
2021-12-03,Edinburgh,Pandemic,49,19,6,3
2021-12-03,London,Pandemic,23,39,12,9
2021-12-03,Manchester,Pandemic,14,55,18,11
2021-12-03,Sheffield,Pandemic,33,34,12,8
2021-12-04,Edinburgh,Pandemic,54,14,4,2
2021-12-04,London,Pandemic,37,22,11,8
2021-12-04,Manchester,Pandemic,49,22,9,6
2021-12-04,Sheffield,Pandemic,58,12,6,4
2021-12-05,Edinburgh,Pandemic,62,32,10,6
2021-12-05,London,Pandemic,45,12,5,3
2021-12-05,Manchester,Pandemic,30,30,13,8
2021-12-05,Sheffield,Pandemic,43,14,6,4
2021-12-06,Edinburgh,Pandemic,33,11,4,2
2021-12-06,London,Pandemic,26,28,12,8
2021-12-06,Manchester,Pandemic,22,44,14,9
2021-12-06,Sheffield,Pandemic,30,28,9,6
2021-12-07,Edinburgh,Pandemic,58,12,5,3
2021-12-07,London,Pandemic,48,25,11,6
2021-12-07,Manchester,Pandemic,40,37,12,7
2021-12-07,Sheffield,Pandemic,45,26,11,6
2021-12-08,Edinburgh,Pandemic,62,32,6,4
2021-12-08,London,Pandemic,64,11,13,6
2021-12-08,Manchester,Pandemic,50,24,8,4
2021-12-08,Sheffield,Pandemic,58,12,3,2
2021-12-09,Edinburgh,Pandemic,32,22,6,3
2021-12-09,London,Pandemic,40,28,13,7
2021-12-09,Manchester,Pandemic,33,40,17,9
2021-12-09,Sheffield,Pandemic,43,24,10,5
2021-12-10,Edinburgh,Pandemic,45,28,6,3
2021-12-10,London,Pandemic,46,21,9,4
2021-12-10,Manchester,Pandemic,34,42,13,7
2021-12-10,Sheffield,Pandemic,56,14,9,4
2021-12-11,Edinburgh,Pandemic,46,NA,6,3
2021-12-11,London,Pandemic,24,32,12,8
2021-12-11,Manchester,Pandemic,8,58,19,12
2021-12-11,Sheffield,Pandemic,34,26,11,7
2021-12-12,Edinburgh,Pandemic,55,NA,8,5
2021-12-12,London,Pandemic,51,11,7,4
2021-12-12,Manchester,Pandemic,29,38,10,7
2021-12-12,Sheffield,Pandemic,42,16,3,2
2021-12-13,Edinburgh,Pandemic,63,NA,8,4
2021-12-13,London,Pandemic,48,14,6,4
2021-12-13,Manchester,Pandemic,27,50,13,8
2021-12-13,Sheffield,Pandemic,34,34,11,7
2021-12-14,Edinburgh,Pandemic,62,NA,5,3
2021-12-14,London,Pandemic,33,20,11,7
2021-12-14,Manchester,Pandemic,9,56,18,13
2021-12-14,Sheffield,Pandemic,41,21,5,4
2021-12-15,Edinburgh,Pandemic,62,NA,3,2
2021-12-15,London,Pandemic,36,25,9,6
2021-12-15,Manchester,Pandemic,17,57,15,9
2021-12-15,Sheffield,Pandemic,50,19,6,3
2021-12-16,Edinburgh,Pandemic,55,NA,6,4
2021-12-16,London,Pandemic,31,36,15,8
2021-12-16,Manchester,Pandemic,1,74,35,22
2021-12-16,Sheffield,Pandemic,13,51,20,14
2021-12-17,Edinburgh,Pandemic,44,NA,13,10
2021-12-17,London,Pandemic,42,20,13,10
2021-12-17,Manchester,Pandemic,3,70,34,23
2021-12-17,Sheffield,Pandemic,4,50,21,17
2021-12-18,Edinburgh,Pandemic,28,NA,11,9
2021-12-18,London,Pandemic,37,17,14,12
2021-12-18,Manchester,Pandemic,4,50,20,16
2021-12-18,Sheffield,Pandemic,16,33,11,10
2021-12-19,Edinburgh,Pandemic,12,NA,6,5
2021-12-19,London,Pandemic,22,19,7,6
2021-12-19,Manchester,Pandemic,1,52,22,17
2021-12-19,Sheffield,Pandemic,7,34,13,12
2021-12-20,Edinburgh,Pandemic,29,NA,5,3
2021-12-20,London,Pandemic,52,20,11,6
2021-12-20,Manchester,Pandemic,12,56,25,17
2021-12-20,Sheffield,Pandemic,31,35,17,10
2021-12-21,Edinburgh,Pandemic,45,NA,8,6
2021-12-21,London,Pandemic,36,32,19,13
2021-12-21,Manchester,Pandemic,30,42,24,16
2021-12-21,Sheffield,Pandemic,44,29,21,12
2021-12-22,Edinburgh,Pandemic,48,30,22,18
2021-12-22,London,Pandemic,10,41,24,18
2021-12-22,Manchester,Pandemic,8,52,28,21
2021-12-22,Sheffield,Pandemic,11,37,26,21
2021-12-23,Edinburgh,Pandemic,26,20,7,6
2021-12-23,London,Pandemic,22,23,22,17
2021-12-23,Manchester,Pandemic,3,44,24,19
2021-12-23,Sheffield,Pandemic,16,26,20,17
2021-12-24,Edinburgh,Pandemic,34,10,7,3
2021-12-24,London,Pandemic,30,29,13,9
2021-12-24,Manchester,Pandemic,19,38,10,7
2021-12-24,Sheffield,Pandemic,27,25,8,6
2021-12-25,Edinburgh,Pandemic,64,4,10,4
2021-12-25,London,Pandemic,29,18,13,11
2021-12-25,Manchester,Pandemic,56,9,7,3
2021-12-25,Sheffield,Pandemic,58,5,12,5
2021-12-26,Edinburgh,Pandemic,79,9,8,5
2021-12-26,London,Pandemic,7,31,20,17
2021-12-26,Manchester,Pandemic,16,27,6,5
2021-12-26,Sheffield,Pandemic,20,19,10,9
2021-12-27,Edinburgh,Pandemic,59,24,5,4
2021-12-27,London,Pandemic,48,17,11,8
2021-12-27,Manchester,Pandemic,13,40,11,9
2021-12-27,Sheffield,Pandemic,17,27,13,11
2021-12-28,Edinburgh,Pandemic,22,29,9,7
2021-12-28,London,Pandemic,55,9,4,3
2021-12-28,Manchester,Pandemic,9,32,9,7
2021-12-28,Sheffield,Pandemic,15,19,7,6
2021-12-29,Edinburgh,Pandemic,35,10,10,6
2021-12-29,London,Pandemic,44,13,8,5
2021-12-29,Manchester,Pandemic,24,36,13,8
2021-12-29,Sheffield,Pandemic,34,17,12,8
2021-12-30,Edinburgh,Pandemic,55,11,5,3
2021-12-30,London,Pandemic,50,5,6,4
2021-12-30,Manchester,Pandemic,24,29,4,3
2021-12-30,Sheffield,Pandemic,44,8,2,1
2021-12-31,Edinburgh,Pandemic,59,14,4,3
2021-12-31,London,Pandemic,52,7,10,7
2021-12-31,Manchester,Pandemic,33,30,10,7
2021-12-31,Sheffield,Pandemic,51,9,8,5
2022-01-01,Edinburgh,Post-Pandemic,70,4,13,8
2022-01-01,London,Post-Pandemic,45,8,17,10
2022-01-01,Manchester,Post-Pandemic,45,15,18,11
2022-01-01,Sheffield,Post-Pandemic,53,6,15,10
2022-01-02,Edinburgh,Post-Pandemic,75,3,9,5
2022-01-02,London,Post-Pandemic,69,7,6,4
2022-01-02,Manchester,Post-Pandemic,44,25,11,7
2022-01-02,Sheffield,Post-Pandemic,66,5,9,5
2022-01-03,Edinburgh,Post-Pandemic,61,14,6,4
2022-01-03,London,Post-Pandemic,66,12,14,7
2022-01-03,Manchester,Post-Pandemic,43,27,16,9
2022-01-03,Sheffield,Post-Pandemic,64,8,12,7
2022-01-04,Edinburgh,Post-Pandemic,47,24,9,5
2022-01-04,London,Post-Pandemic,41,23,10,5
2022-01-04,Manchester,Post-Pandemic,43,24,12,6
2022-01-04,Sheffield,Post-Pandemic,57,11,8,4
2022-01-05,Edinburgh,Post-Pandemic,40,32,11,6
2022-01-05,London,Post-Pandemic,33,33,13,7
2022-01-05,Manchester,Post-Pandemic,30,39,18,10
2022-01-05,Sheffield,Post-Pandemic,47,19,12,6
2022-01-06,Edinburgh,Post-Pandemic,62,11,5,3
2022-01-06,London,Post-Pandemic,28,36,13,9
2022-01-06,Manchester,Post-Pandemic,26,42,12,7
2022-01-06,Sheffield,Post-Pandemic,34,30,13,7
2022-01-07,Edinburgh,Post-Pandemic,68,18,4,2
2022-01-07,London,Post-Pandemic,56,21,7,4
2022-01-07,Manchester,Post-Pandemic,36,43,12,6
2022-01-07,Sheffield,Post-Pandemic,59,18,8,4
2022-01-08,Edinburgh,Post-Pandemic,65,15,8,4
2022-01-08,London,Post-Pandemic,55,17,8,6
2022-01-08,Manchester,Post-Pandemic,46,25,15,8
2022-01-08,Sheffield,Post-Pandemic,57,15,11,6
2022-01-09,Edinburgh,Post-Pandemic,55,22,7,5
2022-01-09,London,Post-Pandemic,39,32,16,11
2022-01-09,Manchester,Post-Pandemic,44,29,16,8
2022-01-09,Sheffield,Post-Pandemic,59,14,14,8
2022-01-10,Edinburgh,Post-Pandemic,54,15,6,4
2022-01-10,London,Post-Pandemic,13,50,21,14
2022-01-10,Manchester,Post-Pandemic,18,48,15,9
2022-01-10,Sheffield,Post-Pandemic,28,30,NA,NA
2022-01-11,Edinburgh,Post-Pandemic,66,9,14,7
2022-01-11,London,Post-Pandemic,30,26,12,9
2022-01-11,Manchester,Post-Pandemic,14,55,22,14
2022-01-11,Sheffield,Post-Pandemic,25,38,NA,NA
2022-01-12,Edinburgh,Post-Pandemic,64,11,10,5
2022-01-12,London,Post-Pandemic,5,59,29,21
2022-01-12,Manchester,Post-Pandemic,1,70,28,19
2022-01-12,Sheffield,Post-Pandemic,28,38,NA,NA
2022-01-13,Edinburgh,Post-Pandemic,61,11,5,2
2022-01-13,London,Post-Pandemic,3,62,29,23
2022-01-13,Manchester,Post-Pandemic,3,60,23,16
2022-01-13,Sheffield,Post-Pandemic,27,38,NA,NA
2022-01-14,Edinburgh,Post-Pandemic,43,NA,4,3
2022-01-14,London,Post-Pandemic,1,80,47,36
2022-01-14,Manchester,Post-Pandemic,4,72,29,22
2022-01-14,Sheffield,Post-Pandemic,9,62,28,22
2022-01-15,Edinburgh,Post-Pandemic,44,NA,10,8
2022-01-15,London,Post-Pandemic,4,50,32,28
2022-01-15,Manchester,Post-Pandemic,2,61,31,24
2022-01-15,Sheffield,Post-Pandemic,2,51,37,31
2022-01-16,Edinburgh,Post-Pandemic,48,NA,10,6
2022-01-16,London,Post-Pandemic,18,35,21,18
2022-01-16,Manchester,Post-Pandemic,24,32,20,13
2022-01-16,Sheffield,Post-Pandemic,40,19,17,13
2022-01-17,Edinburgh,Post-Pandemic,51,NA,9,5
2022-01-17,London,Post-Pandemic,12,61,28,17
2022-01-17,Manchester,Post-Pandemic,15,70,23,15
2022-01-17,Sheffield,Post-Pandemic,28,52,20,12
2022-01-18,London,Post-Pandemic,8,59,34,27
2022-01-18,Manchester,Post-Pandemic,4,60,24,18
2022-01-18,Sheffield,Post-Pandemic,17,54,26,17
2022-01-19,London,Post-Pandemic,28,36,16,11
2022-01-19,Manchester,Post-Pandemic,36,29,15,9
2022-01-19,Sheffield,Post-Pandemic,56,12,11,7
2022-01-20,Edinburgh,Post-Pandemic,NA,30,15,6
2022-01-20,London,Post-Pandemic,36,35,16,8
2022-01-20,Manchester,Post-Pandemic,16,59,21,12
2022-01-20,Sheffield,Post-Pandemic,57,18,14,7
2022-01-21,Edinburgh,Post-Pandemic,NA,24,4,2
2022-01-21,London,Post-Pandemic,10,57,23,13
2022-01-21,Manchester,Post-Pandemic,23,49,20,13
2022-01-21,Sheffield,Post-Pandemic,49,25,9,5
2022-01-22,Edinburgh,Post-Pandemic,NA,13,4,2
2022-01-22,London,Post-Pandemic,39,29,17,14
2022-01-22,Manchester,Post-Pandemic,42,31,11,7
2022-01-22,Sheffield,Post-Pandemic,49,27,8,6
2022-01-23,Edinburgh,Post-Pandemic,NA,5,7,4
2022-01-23,London,Post-Pandemic,52,19,19,16
2022-01-23,Manchester,Post-Pandemic,33,32,11,8
2022-01-23,Sheffield,Post-Pandemic,55,15,10,9
2022-01-24,Edinburgh,Post-Pandemic,NA,14,23,10
2022-01-24,London,Post-Pandemic,33,30,30,23
2022-01-24,Manchester,Post-Pandemic,19,37,40,26
2022-01-24,Sheffield,Post-Pandemic,29,26,43,27
2022-01-25,Edinburgh,Post-Pandemic,NA,12,27,14
2022-01-25,London,Post-Pandemic,25,28,30,26
2022-01-25,Manchester,Post-Pandemic,11,40,48,34
2022-01-25,Sheffield,Post-Pandemic,21,28,39,28
2022-01-26,Edinburgh,Post-Pandemic,NA,7,5,3
2022-01-26,London,Post-Pandemic,24,33,28,21
2022-01-26,Manchester,Post-Pandemic,16,46,25,15
2022-01-26,Sheffield,Post-Pandemic,51,15,16,10
2022-01-27,Edinburgh,Post-Pandemic,NA,27,7,3
2022-01-27,London,Post-Pandemic,37,30,NA,NA
2022-01-27,Manchester,Post-Pandemic,46,26,12,6
2022-01-27,Sheffield,Post-Pandemic,67,10,8,4
2022-01-28,Edinburgh,Post-Pandemic,NA,10,10,5
2022-01-28,London,Post-Pandemic,23,41,NA,NA
2022-01-28,Manchester,Post-Pandemic,12,50,16,10
2022-01-28,Sheffield,Post-Pandemic,49,18,10,6
2022-01-29,Edinburgh,Post-Pandemic,NA,14,12,6
2022-01-29,London,Post-Pandemic,61,15,NA,NA
2022-01-29,Manchester,Post-Pandemic,59,16,21,9
2022-01-29,Sheffield,Post-Pandemic,70,7,13,7
2022-01-30,Edinburgh,Post-Pandemic,NA,13,10,5
2022-01-30,London,Post-Pandemic,39,31,NA,NA
2022-01-30,Manchester,Post-Pandemic,35,37,20,10
2022-01-30,Sheffield,Post-Pandemic,56,17,14,7
2022-01-31,Edinburgh,Post-Pandemic,NA,17,7,3
2022-01-31,London,Post-Pandemic,60,20,NA,NA
2022-01-31,Manchester,Post-Pandemic,63,17,18,8
2022-01-31,Sheffield,Post-Pandemic,74,8,11,6
2022-02-01,Edinburgh,Post-Pandemic,NA,18,17,9
2022-02-01,London,Post-Pandemic,54,NA,8,4
2022-02-01,Manchester,Post-Pandemic,60,15,12,6
2022-02-01,Sheffield,Post-Pandemic,74,7,8,4
2022-02-02,Edinburgh,Post-Pandemic,NA,15,4,2
2022-02-02,London,Post-Pandemic,36,NA,9,5
2022-02-02,Manchester,Post-Pandemic,39,29,15,8
2022-02-02,Sheffield,Post-Pandemic,55,14,8,5
2022-02-03,Edinburgh,Post-Pandemic,NA,8,8,3
2022-02-03,London,Post-Pandemic,57,NA,8,4
2022-02-03,Manchester,Post-Pandemic,44,31,13,6
2022-02-03,Sheffield,Post-Pandemic,64,12,9,4
2022-02-04,Edinburgh,Post-Pandemic,NA,17,8,3
2022-02-04,London,Post-Pandemic,64,16,8,4
2022-02-04,Manchester,Post-Pandemic,58,24,11,5
2022-02-04,Sheffield,Post-Pandemic,70,10,7,4
2022-02-05,Edinburgh,Post-Pandemic,NA,8,5,3
2022-02-05,London,Post-Pandemic,59,13,10,5
2022-02-05,Manchester,Post-Pandemic,49,25,13,8
2022-02-05,Sheffield,Post-Pandemic,67,7,8,4
2022-02-06,Edinburgh,Post-Pandemic,NA,16,4,2
2022-02-06,London,Post-Pandemic,72,5,6,3
2022-02-06,Manchester,Post-Pandemic,68,11,11,6
2022-02-06,Sheffield,Post-Pandemic,77,4,6,3
2022-02-07,Edinburgh,Post-Pandemic,NA,8,8,4
2022-02-07,London,Post-Pandemic,47,25,14,7
2022-02-07,Manchester,Post-Pandemic,31,39,13,7
2022-02-07,Sheffield,Post-Pandemic,54,16,10,5
2022-02-08,Edinburgh,Post-Pandemic,NA,10,9,5
2022-02-08,London,Post-Pandemic,68,13,6,3
2022-02-08,Manchester,Post-Pandemic,58,19,9,4
2022-02-08,Sheffield,Post-Pandemic,69,7,5,3
2022-02-09,Edinburgh,Post-Pandemic,NA,8,6,3
2022-02-09,London,Post-Pandemic,56,19,5,3
2022-02-09,Manchester,Post-Pandemic,46,29,14,6
2022-02-09,Sheffield,Post-Pandemic,60,16,9,4
2022-02-10,Edinburgh,Post-Pandemic,NA,11,7,3
2022-02-10,London,Post-Pandemic,43,26,10,5
2022-02-10,Manchester,Post-Pandemic,52,25,16,7
2022-02-10,Sheffield,Post-Pandemic,65,11,12,5
2022-02-11,Edinburgh,Post-Pandemic,NA,19,8,4
2022-02-11,London,Post-Pandemic,34,36,14,7
2022-02-11,Manchester,Post-Pandemic,27,45,18,9
2022-02-11,Sheffield,Post-Pandemic,37,29,17,9
2022-02-12,Edinburgh,Post-Pandemic,NA,4,3,2
2022-02-12,London,Post-Pandemic,58,15,12,7
2022-02-12,Manchester,Post-Pandemic,49,25,9,6
