Date,City,Pollutant,Concentration,Year,Month,YearMonth,Period
2020-08-26,Edinburgh,PM2.5,3,2020,8,2020-08-01,Pandemic
2020-08-26,London,O3,52,2020,8,2020-08-01,Pandemic
2020-08-26,London,NO2,13,2020,8,2020-08-01,Pandemic
2020-08-26,London,CO,0.091,2020,8,2020-08-01,Pandemic
2020-08-26,London,PM10,7,2020,8,2020-08-01,Pandemic
2020-08-26,London,PM2.5,4,2020,8,2020-08-01,Pandemic
2020-08-26,Manchester,O3,27,2020,8,2020-08-01,Pandemic
2020-08-26,Manchester,NO2,22,2020,8,2020-08-01,Pandemic
2020-08-26,Manchester,SO2,1,2020,8,2020-08-01,Pandemic
2020-08-26,Manchester,PM10,9,2020,8,2020-08-01,Pandemic
2020-08-26,Manchester,PM2.5,5,2020,8,2020-08-01,Pandemic
2020-08-26,Sheffield,O3,45,2020,8,2020-08-01,Pandemic
2020-08-26,Sheffield,NO2,11,2020,8,2020-08-01,Pandemic
2020-08-26,Sheffield,PM10,5,2020,8,2020-08-01,Pandemic
2020-08-26,Sheffield,PM2.5,2,2020,8,2020-08-01,Pandemic
2020-08-27,Edinburgh,O3,34,2020,8,2020-08-01,Pandemic
2020-08-27,Edinburgh,NO2,9,2020,8,2020-08-01,Pandemic
2020-08-27,Edinburgh,SO2,0,2020,8,2020-08-01,Pandemic
2020-08-27,Edinburgh,CO,0.061,2020,8,2020-08-01,Pandemic
2020-08-27,Edinburgh,PM10,10,2020,8,2020-08-01,Pandemic
2020-08-27,Edinburgh,PM2.5,5,2020,8,2020-08-01,Pandemic
2020-08-27,London,O3,35,2020,8,2020-08-01,Pandemic
2020-08-27,London,NO2,20,2020,8,2020-08-01,Pandemic
2020-08-27,London,CO,0.11,2020,8,2020-08-01,Pandemic
2020-08-27,London,PM10,11,2020,8,2020-08-01,Pandemic
2020-08-27,London,PM2.5,6,2020,8,2020-08-01,Pandemic
2020-08-27,Manchester,O3,12,2020,8,2020-08-01,Pandemic
2020-08-27,Manchester,NO2,31,2020,8,2020-08-01,Pandemic
2020-08-27,Manchester,SO2,0,2020,8,2020-08-01,Pandemic
2020-08-27,Manchester,PM10,11,2020,8,2020-08-01,Pandemic
2020-08-27,Manchester,PM2.5,6,2020,8,2020-08-01,Pandemic
2020-08-27,Sheffield,O3,21,2020,8,2020-08-01,Pandemic
2020-08-27,Sheffield,NO2,26,2020,8,2020-08-01,Pandemic
2020-08-27,Sheffield,PM10,10,2020,8,2020-08-01,Pandemic
2020-08-27,Sheffield,PM2.5,6,2020,8,2020-08-01,Pandemic
2020-08-28,Edinburgh,O3,51,2020,8,2020-08-01,Pandemic
2020-08-28,Edinburgh,NO2,11,2020,8,2020-08-01,Pandemic
2020-08-28,Edinburgh,SO2,0,2020,8,2020-08-01,Pandemic
2020-08-28,Edinburgh,CO,0.048,2020,8,2020-08-01,Pandemic
2020-08-28,Edinburgh,PM10,7,2020,8,2020-08-01,Pandemic
2020-08-28,Edinburgh,PM2.5,3,2020,8,2020-08-01,Pandemic
2020-08-28,London,O3,45,2020,8,2020-08-01,Pandemic
2020-08-28,London,NO2,13,2020,8,2020-08-01,Pandemic
2020-08-28,London,CO,0.11,2020,8,2020-08-01,Pandemic
2020-08-28,London,PM10,6,2020,8,2020-08-01,Pandemic
2020-08-28,London,PM2.5,3,2020,8,2020-08-01,Pandemic
2020-08-28,Manchester,O3,28,2020,8,2020-08-01,Pandemic
2020-08-28,Manchester,NO2,21,2020,8,2020-08-01,Pandemic
2020-08-28,Manchester,SO2,0,2020,8,2020-08-01,Pandemic
2020-08-28,Manchester,PM10,7,2020,8,2020-08-01,Pandemic
2020-08-28,Manchester,PM2.5,3,2020,8,2020-08-01,Pandemic
2020-08-28,Sheffield,O3,40,2020,8,2020-08-01,Pandemic
2020-08-28,Sheffield,NO2,16,2020,8,2020-08-01,Pandemic
2020-08-28,Sheffield,PM10,7,2020,8,2020-08-01,Pandemic
2020-08-28,Sheffield,PM2.5,4,2020,8,2020-08-01,Pandemic
2020-08-29,Edinburgh,O3,47,2020,8,2020-08-01,Pandemic
2020-08-29,Edinburgh,NO2,11,2020,8,2020-08-01,Pandemic
2020-08-29,Edinburgh,SO2,0,2020,8,2020-08-01,Pandemic
2020-08-29,Edinburgh,CO,0.057,2020,8,2020-08-01,Pandemic
2020-08-29,Edinburgh,PM10,4,2020,8,2020-08-01,Pandemic
2020-08-29,Edinburgh,PM2.5,1,2020,8,2020-08-01,Pandemic
2020-08-29,London,O3,53,2020,8,2020-08-01,Pandemic
2020-08-29,London,NO2,8,2020,8,2020-08-01,Pandemic
2020-08-29,London,CO,0.09,2020,8,2020-08-01,Pandemic
2020-08-29,London,PM10,8,2020,8,2020-08-01,Pandemic
2020-08-29,London,PM2.5,4,2020,8,2020-08-01,Pandemic
2020-08-29,Manchester,O3,30,2020,8,2020-08-01,Pandemic
2020-08-29,Manchester,NO2,18,2020,8,2020-08-01,Pandemic
2020-08-29,Manchester,SO2,0,2020,8,2020-08-01,Pandemic
2020-08-29,Manchester,PM10,8,2020,8,2020-08-01,Pandemic
2020-08-29,Manchester,PM2.5,4,2020,8,2020-08-01,Pandemic
2020-08-29,Sheffield,O3,45,2020,8,2020-08-01,Pandemic
2020-08-29,Sheffield,NO2,9,2020,8,2020-08-01,Pandemic
2020-08-29,Sheffield,PM10,7,2020,8,2020-08-01,Pandemic
2020-08-29,Sheffield,PM2.5,4,2020,8,2020-08-01,Pandemic
2020-08-30,Edinburgh,O3,46,2020,8,2020-08-01,Pandemic
2020-08-30,Edinburgh,NO2,10,2020,8,2020-08-01,Pandemic
2020-08-30,Edinburgh,SO2,1,2020,8,2020-08-01,Pandemic
2020-08-30,Edinburgh,CO,0.047,2020,8,2020-08-01,Pandemic
2020-08-30,Edinburgh,PM10,5,2020,8,2020-08-01,Pandemic
2020-08-30,Edinburgh,PM2.5,3,2020,8,2020-08-01,Pandemic
2020-08-30,London,O3,61,2020,8,2020-08-01,Pandemic
2020-08-30,London,NO2,9,2020,8,2020-08-01,Pandemic
2020-08-30,London,CO,0.089,2020,8,2020-08-01,Pandemic
2020-08-30,London,PM10,11,2020,8,2020-08-01,Pandemic
2020-08-30,London,PM2.5,5,2020,8,2020-08-01,Pandemic
2020-08-30,Manchester,O3,35,2020,8,2020-08-01,Pandemic
2020-08-30,Manchester,NO2,18,2020,8,2020-08-01,Pandemic
2020-08-30,Manchester,SO2,0,2020,8,2020-08-01,Pandemic
2020-08-30,Manchester,PM10,8,2020,8,2020-08-01,Pandemic
2020-08-30,Manchester,PM2.5,4,2020,8,2020-08-01,Pandemic
2020-08-30,Sheffield,O3,44,2020,8,2020-08-01,Pandemic
2020-08-30,Sheffield,NO2,11,2020,8,2020-08-01,Pandemic
2020-08-30,Sheffield,PM10,8,2020,8,2020-08-01,Pandemic
2020-08-30,Sheffield,PM2.5,5,2020,8,2020-08-01,Pandemic
2020-08-31,Edinburgh,O3,44,2020,8,2020-08-01,Pandemic
2020-08-31,Edinburgh,NO2,13,2020,8,2020-08-01,Pandemic
2020-08-31,Edinburgh,SO2,0,2020,8,2020-08-01,Pandemic
2020-08-31,Edinburgh,CO,0.06,2020,8,2020-08-01,Pandemic
2020-08-31,Edinburgh,PM10,6,2020,8,2020-08-01,Pandemic
2020-08-31,Edinburgh,PM2.5,3,2020,8,2020-08-01,Pandemic
2020-08-31,London,O3,42,2020,8,2020-08-01,Pandemic
2020-08-31,London,NO2,29,2020,8,2020-08-01,Pandemic
2020-08-31,London,CO,0.19,2020,8,2020-08-01,Pandemic
2020-08-31,London,PM10,10,2020,8,2020-08-01,Pandemic
2020-08-31,London,PM2.5,6,2020,8,2020-08-01,Pandemic
2020-08-31,Manchester,O3,25,2020,8,2020-08-01,Pandemic
2020-08-31,Manchester,NO2,31,2020,8,2020-08-01,Pandemic
2020-08-31,Manchester,SO2,0,2020,8,2020-08-01,Pandemic
2020-08-31,Manchester,PM10,11,2020,8,2020-08-01,Pandemic
2020-08-31,Manchester,PM2.5,6,2020,8,2020-08-01,Pandemic
2020-08-31,Sheffield,O3,33,2020,8,2020-08-01,Pandemic
2020-08-31,Sheffield,NO2,20,2020,8,2020-08-01,Pandemic
2020-08-31,Sheffield,PM10,8,2020,8,2020-08-01,Pandemic
2020-08-31,Sheffield,PM2.5,5,2020,8,2020-08-01,Pandemic
2020-09-01,Edinburgh,O3,56,2020,9,2020-09-01,Pandemic
2020-09-01,Edinburgh,NO2,12,2020,9,2020-09-01,Pandemic
2020-09-01,Edinburgh,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-01,Edinburgh,CO,0.056,2020,9,2020-09-01,Pandemic
2020-09-01,Edinburgh,PM10,6,2020,9,2020-09-01,Pandemic
2020-09-01,Edinburgh,PM2.5,3,2020,9,2020-09-01,Pandemic
2020-09-01,London,O3,35,2020,9,2020-09-01,Pandemic
2020-09-01,London,NO2,42,2020,9,2020-09-01,Pandemic
2020-09-01,London,CO,0.32,2020,9,2020-09-01,Pandemic
2020-09-01,London,PM10,14,2020,9,2020-09-01,Pandemic
2020-09-01,London,PM2.5,9,2020,9,2020-09-01,Pandemic
2020-09-01,Manchester,O3,28,2020,9,2020-09-01,Pandemic
2020-09-01,Manchester,NO2,40,2020,9,2020-09-01,Pandemic
2020-09-01,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-01,Manchester,PM10,14,2020,9,2020-09-01,Pandemic
2020-09-01,Manchester,PM2.5,7,2020,9,2020-09-01,Pandemic
2020-09-01,Sheffield,O3,33,2020,9,2020-09-01,Pandemic
2020-09-01,Sheffield,NO2,27,2020,9,2020-09-01,Pandemic
2020-09-01,Sheffield,PM10,13,2020,9,2020-09-01,Pandemic
2020-09-01,Sheffield,PM2.5,7,2020,9,2020-09-01,Pandemic
2020-09-02,Edinburgh,O3,61,2020,9,2020-09-01,Pandemic
2020-09-02,Edinburgh,NO2,4,2020,9,2020-09-01,Pandemic
2020-09-02,Edinburgh,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-02,Edinburgh,CO,0.046,2020,9,2020-09-01,Pandemic
2020-09-02,Edinburgh,PM10,4,2020,9,2020-09-01,Pandemic
2020-09-02,Edinburgh,PM2.5,2,2020,9,2020-09-01,Pandemic
2020-09-02,London,O3,58,2020,9,2020-09-01,Pandemic
2020-09-02,London,NO2,26,2020,9,2020-09-01,Pandemic
2020-09-02,London,SO2,2,2020,9,2020-09-01,Pandemic
2020-09-02,London,CO,0.12,2020,9,2020-09-01,Pandemic
2020-09-02,London,PM10,10,2020,9,2020-09-01,Pandemic
2020-09-02,London,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-02,Manchester,O3,31,2020,9,2020-09-01,Pandemic
2020-09-02,Manchester,NO2,31,2020,9,2020-09-01,Pandemic
2020-09-02,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-02,Manchester,PM10,12,2020,9,2020-09-01,Pandemic
2020-09-02,Manchester,PM2.5,7,2020,9,2020-09-01,Pandemic
2020-09-02,Sheffield,O3,44,2020,9,2020-09-01,Pandemic
2020-09-02,Sheffield,NO2,17,2020,9,2020-09-01,Pandemic
2020-09-02,Sheffield,PM10,12,2020,9,2020-09-01,Pandemic
2020-09-02,Sheffield,PM2.5,8,2020,9,2020-09-01,Pandemic
2020-09-03,Edinburgh,O3,49,2020,9,2020-09-01,Pandemic
2020-09-03,Edinburgh,NO2,9,2020,9,2020-09-01,Pandemic
2020-09-03,Edinburgh,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-03,Edinburgh,CO,0.051,2020,9,2020-09-01,Pandemic
2020-09-03,Edinburgh,PM10,9,2020,9,2020-09-01,Pandemic
2020-09-03,Edinburgh,PM2.5,4,2020,9,2020-09-01,Pandemic
2020-09-03,London,O3,47,2020,9,2020-09-01,Pandemic
2020-09-03,London,NO2,13,2020,9,2020-09-01,Pandemic
2020-09-03,London,CO,0.11,2020,9,2020-09-01,Pandemic
2020-09-03,London,PM10,8,2020,9,2020-09-01,Pandemic
2020-09-03,London,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-03,Manchester,O3,24,2020,9,2020-09-01,Pandemic
2020-09-03,Manchester,NO2,19,2020,9,2020-09-01,Pandemic
2020-09-03,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-03,Manchester,PM10,9,2020,9,2020-09-01,Pandemic
2020-09-03,Manchester,PM2.5,4,2020,9,2020-09-01,Pandemic
2020-09-03,Sheffield,O3,36,2020,9,2020-09-01,Pandemic
2020-09-03,Sheffield,NO2,10,2020,9,2020-09-01,Pandemic
2020-09-03,Sheffield,PM10,6,2020,9,2020-09-01,Pandemic
2020-09-03,Sheffield,PM2.5,3,2020,9,2020-09-01,Pandemic
2020-09-04,Edinburgh,O3,47,2020,9,2020-09-01,Pandemic
2020-09-04,Edinburgh,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-04,Edinburgh,CO,0.061,2020,9,2020-09-01,Pandemic
2020-09-04,Edinburgh,PM10,10,2020,9,2020-09-01,Pandemic
2020-09-04,Edinburgh,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-04,London,O3,46,2020,9,2020-09-01,Pandemic
2020-09-04,London,NO2,16,2020,9,2020-09-01,Pandemic
2020-09-04,London,SO2,2,2020,9,2020-09-01,Pandemic
2020-09-04,London,CO,0.096,2020,9,2020-09-01,Pandemic
2020-09-04,London,PM10,11,2020,9,2020-09-01,Pandemic
2020-09-04,London,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-04,Manchester,O3,33,2020,9,2020-09-01,Pandemic
2020-09-04,Manchester,NO2,22,2020,9,2020-09-01,Pandemic
2020-09-04,Manchester,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-04,Manchester,PM10,16,2020,9,2020-09-01,Pandemic
2020-09-04,Manchester,PM2.5,7,2020,9,2020-09-01,Pandemic
2020-09-04,Sheffield,O3,44,2020,9,2020-09-01,Pandemic
2020-09-04,Sheffield,NO2,10,2020,9,2020-09-01,Pandemic
2020-09-04,Sheffield,PM10,12,2020,9,2020-09-01,Pandemic
2020-09-04,Sheffield,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-05,Edinburgh,O3,42,2020,9,2020-09-01,Pandemic
2020-09-05,Edinburgh,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-05,Edinburgh,CO,0.057,2020,9,2020-09-01,Pandemic
2020-09-05,Edinburgh,PM10,10,2020,9,2020-09-01,Pandemic
2020-09-05,Edinburgh,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-05,London,O3,37,2020,9,2020-09-01,Pandemic
2020-09-05,London,NO2,21,2020,9,2020-09-01,Pandemic
2020-09-05,London,SO2,2,2020,9,2020-09-01,Pandemic
2020-09-05,London,CO,0.13,2020,9,2020-09-01,Pandemic
2020-09-05,London,PM10,10,2020,9,2020-09-01,Pandemic
2020-09-05,London,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-05,Manchester,O3,30,2020,9,2020-09-01,Pandemic
2020-09-05,Manchester,NO2,19,2020,9,2020-09-01,Pandemic
2020-09-05,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-05,Manchester,PM10,12,2020,9,2020-09-01,Pandemic
2020-09-05,Manchester,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-05,Sheffield,O3,46,2020,9,2020-09-01,Pandemic
2020-09-05,Sheffield,NO2,9,2020,9,2020-09-01,Pandemic
2020-09-05,Sheffield,PM10,10,2020,9,2020-09-01,Pandemic
2020-09-05,Sheffield,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-06,Edinburgh,O3,43,2020,9,2020-09-01,Pandemic
2020-09-06,Edinburgh,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-06,Edinburgh,CO,0.055,2020,9,2020-09-01,Pandemic
2020-09-06,Edinburgh,PM10,5,2020,9,2020-09-01,Pandemic
2020-09-06,Edinburgh,PM2.5,3,2020,9,2020-09-01,Pandemic
2020-09-06,London,O3,36,2020,9,2020-09-01,Pandemic
2020-09-06,London,NO2,21,2020,9,2020-09-01,Pandemic
2020-09-06,London,SO2,2,2020,9,2020-09-01,Pandemic
2020-09-06,London,CO,0.14,2020,9,2020-09-01,Pandemic
2020-09-06,London,PM10,9,2020,9,2020-09-01,Pandemic
2020-09-06,London,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-06,Manchester,O3,25,2020,9,2020-09-01,Pandemic
2020-09-06,Manchester,NO2,17,2020,9,2020-09-01,Pandemic
2020-09-06,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-06,Manchester,PM10,8,2020,9,2020-09-01,Pandemic
2020-09-06,Manchester,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-06,Sheffield,O3,40,2020,9,2020-09-01,Pandemic
2020-09-06,Sheffield,NO2,10,2020,9,2020-09-01,Pandemic
2020-09-06,Sheffield,PM10,9,2020,9,2020-09-01,Pandemic
2020-09-06,Sheffield,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-07,Edinburgh,O3,40,2020,9,2020-09-01,Pandemic
2020-09-07,Edinburgh,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-07,Edinburgh,CO,0.041,2020,9,2020-09-01,Pandemic
2020-09-07,Edinburgh,PM10,2,2020,9,2020-09-01,Pandemic
2020-09-07,Edinburgh,PM2.5,1,2020,9,2020-09-01,Pandemic
2020-09-07,London,O3,30,2020,9,2020-09-01,Pandemic
2020-09-07,London,NO2,22,2020,9,2020-09-01,Pandemic
2020-09-07,London,SO2,2,2020,9,2020-09-01,Pandemic
2020-09-07,London,CO,0.14,2020,9,2020-09-01,Pandemic
2020-09-07,London,PM10,9,2020,9,2020-09-01,Pandemic
2020-09-07,London,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-07,Manchester,O3,10,2020,9,2020-09-01,Pandemic
2020-09-07,Manchester,NO2,26,2020,9,2020-09-01,Pandemic
2020-09-07,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-07,Manchester,PM10,9,2020,9,2020-09-01,Pandemic
2020-09-07,Manchester,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-07,Sheffield,O3,25,2020,9,2020-09-01,Pandemic
2020-09-07,Sheffield,NO2,13,2020,9,2020-09-01,Pandemic
2020-09-07,Sheffield,PM10,7,2020,9,2020-09-01,Pandemic
2020-09-07,Sheffield,PM2.5,4,2020,9,2020-09-01,Pandemic
2020-09-08,Edinburgh,O3,35,2020,9,2020-09-01,Pandemic
2020-09-08,Edinburgh,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-08,Edinburgh,CO,0.049,2020,9,2020-09-01,Pandemic
2020-09-08,Edinburgh,PM10,3,2020,9,2020-09-01,Pandemic
2020-09-08,Edinburgh,PM2.5,1,2020,9,2020-09-01,Pandemic
2020-09-08,London,O3,38,2020,9,2020-09-01,Pandemic
2020-09-08,London,NO2,14,2020,9,2020-09-01,Pandemic
2020-09-08,London,CO,0.095,2020,9,2020-09-01,Pandemic
2020-09-08,London,PM10,7,2020,9,2020-09-01,Pandemic
2020-09-08,London,PM2.5,3,2020,9,2020-09-01,Pandemic
2020-09-08,Manchester,PM10,8,2020,9,2020-09-01,Pandemic
2020-09-08,Manchester,PM2.5,4,2020,9,2020-09-01,Pandemic
2020-09-08,Sheffield,O3,26,2020,9,2020-09-01,Pandemic
2020-09-08,Sheffield,NO2,9,2020,9,2020-09-01,Pandemic
2020-09-08,Sheffield,PM10,5,2020,9,2020-09-01,Pandemic
2020-09-08,Sheffield,PM2.5,2,2020,9,2020-09-01,Pandemic
2020-09-09,Edinburgh,O3,46,2020,9,2020-09-01,Pandemic
2020-09-09,Edinburgh,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-09,Edinburgh,CO,0.061,2020,9,2020-09-01,Pandemic
2020-09-09,Edinburgh,PM10,11,2020,9,2020-09-01,Pandemic
2020-09-09,Edinburgh,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-09,London,O3,39,2020,9,2020-09-01,Pandemic
2020-09-09,London,NO2,16,2020,9,2020-09-01,Pandemic
2020-09-09,London,CO,0.11,2020,9,2020-09-01,Pandemic
2020-09-09,London,PM10,10,2020,9,2020-09-01,Pandemic
2020-09-09,London,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-09,Manchester,PM10,11,2020,9,2020-09-01,Pandemic
2020-09-09,Manchester,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-09,Sheffield,O3,43,2020,9,2020-09-01,Pandemic
2020-09-09,Sheffield,NO2,7,2020,9,2020-09-01,Pandemic
2020-09-09,Sheffield,PM10,8,2020,9,2020-09-01,Pandemic
2020-09-09,Sheffield,PM2.5,4,2020,9,2020-09-01,Pandemic
2020-09-10,Edinburgh,O3,58,2020,9,2020-09-01,Pandemic
2020-09-10,Edinburgh,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-10,Edinburgh,CO,0.062,2020,9,2020-09-01,Pandemic
2020-09-10,Edinburgh,PM10,13,2020,9,2020-09-01,Pandemic
2020-09-10,Edinburgh,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-10,London,O3,53,2020,9,2020-09-01,Pandemic
2020-09-10,London,NO2,23,2020,9,2020-09-01,Pandemic
2020-09-10,London,SO2,3,2020,9,2020-09-01,Pandemic
2020-09-10,London,CO,0.11,2020,9,2020-09-01,Pandemic
2020-09-10,London,PM10,12,2020,9,2020-09-01,Pandemic
2020-09-10,London,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-10,Manchester,O3,23,2020,9,2020-09-01,Pandemic
2020-09-10,Manchester,NO2,36,2020,9,2020-09-01,Pandemic
2020-09-10,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-10,Manchester,PM10,20,2020,9,2020-09-01,Pandemic
2020-09-10,Manchester,PM2.5,10,2020,9,2020-09-01,Pandemic
2020-09-10,Sheffield,O3,45,2020,9,2020-09-01,Pandemic
2020-09-10,Sheffield,NO2,17,2020,9,2020-09-01,Pandemic
2020-09-10,Sheffield,PM10,14,2020,9,2020-09-01,Pandemic
2020-09-10,Sheffield,PM2.5,8,2020,9,2020-09-01,Pandemic
2020-09-11,Edinburgh,O3,46,2020,9,2020-09-01,Pandemic
2020-09-11,Edinburgh,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-11,Edinburgh,CO,0.039,2020,9,2020-09-01,Pandemic
2020-09-11,Edinburgh,PM10,8,2020,9,2020-09-01,Pandemic
2020-09-11,Edinburgh,PM2.5,4,2020,9,2020-09-01,Pandemic
2020-09-11,London,O3,41,2020,9,2020-09-01,Pandemic
2020-09-11,London,NO2,29,2020,9,2020-09-01,Pandemic
2020-09-11,London,SO2,2,2020,9,2020-09-01,Pandemic
2020-09-11,London,CO,0.15,2020,9,2020-09-01,Pandemic
2020-09-11,London,PM10,12,2020,9,2020-09-01,Pandemic
2020-09-11,London,PM2.5,7,2020,9,2020-09-01,Pandemic
2020-09-11,Manchester,O3,30,2020,9,2020-09-01,Pandemic
2020-09-11,Manchester,NO2,21,2020,9,2020-09-01,Pandemic
2020-09-11,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-11,Manchester,PM10,14,2020,9,2020-09-01,Pandemic
2020-09-11,Manchester,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-11,Sheffield,O3,44,2020,9,2020-09-01,Pandemic
2020-09-11,Sheffield,NO2,10,2020,9,2020-09-01,Pandemic
2020-09-11,Sheffield,PM10,10,2020,9,2020-09-01,Pandemic
2020-09-11,Sheffield,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-12,Edinburgh,O3,54,2020,9,2020-09-01,Pandemic
2020-09-12,Edinburgh,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-12,Edinburgh,CO,0.042,2020,9,2020-09-01,Pandemic
2020-09-12,Edinburgh,PM10,12,2020,9,2020-09-01,Pandemic
2020-09-12,Edinburgh,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-12,London,O3,53,2020,9,2020-09-01,Pandemic
2020-09-12,London,NO2,12,2020,9,2020-09-01,Pandemic
2020-09-12,London,SO2,2,2020,9,2020-09-01,Pandemic
2020-09-12,London,CO,0.091,2020,9,2020-09-01,Pandemic
2020-09-12,London,PM10,8,2020,9,2020-09-01,Pandemic
2020-09-12,London,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-12,Manchester,O3,32,2020,9,2020-09-01,Pandemic
2020-09-12,Manchester,NO2,17,2020,9,2020-09-01,Pandemic
2020-09-12,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-12,Manchester,PM10,12,2020,9,2020-09-01,Pandemic
2020-09-12,Manchester,PM2.5,6,2020,9,2020-09-01,Pandemic
2020-09-12,Sheffield,O3,45,2020,9,2020-09-01,Pandemic
2020-09-12,Sheffield,NO2,9,2020,9,2020-09-01,Pandemic
2020-09-12,Sheffield,PM10,10,2020,9,2020-09-01,Pandemic
2020-09-12,Sheffield,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-13,Edinburgh,O3,45,2020,9,2020-09-01,Pandemic
2020-09-13,Edinburgh,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-13,Edinburgh,CO,0.037,2020,9,2020-09-01,Pandemic
2020-09-13,Edinburgh,PM10,5,2020,9,2020-09-01,Pandemic
2020-09-13,Edinburgh,PM2.5,3,2020,9,2020-09-01,Pandemic
2020-09-13,London,O3,50,2020,9,2020-09-01,Pandemic
2020-09-13,London,NO2,14,2020,9,2020-09-01,Pandemic
2020-09-13,London,SO2,3,2020,9,2020-09-01,Pandemic
2020-09-13,London,CO,0.097,2020,9,2020-09-01,Pandemic
2020-09-13,London,PM10,8,2020,9,2020-09-01,Pandemic
2020-09-13,London,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-13,Manchester,O3,31,2020,9,2020-09-01,Pandemic
2020-09-13,Manchester,NO2,15,2020,9,2020-09-01,Pandemic
2020-09-13,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-13,Manchester,PM10,9,2020,9,2020-09-01,Pandemic
2020-09-13,Manchester,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-13,Sheffield,O3,44,2020,9,2020-09-01,Pandemic
2020-09-13,Sheffield,NO2,8,2020,9,2020-09-01,Pandemic
2020-09-13,Sheffield,PM10,8,2020,9,2020-09-01,Pandemic
2020-09-13,Sheffield,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-14,Edinburgh,O3,36,2020,9,2020-09-01,Pandemic
2020-09-14,Edinburgh,SO2,0,2020,9,2020-09-01,Pandemic
2020-09-14,Edinburgh,CO,0.07,2020,9,2020-09-01,Pandemic
2020-09-14,Edinburgh,PM10,9,2020,9,2020-09-01,Pandemic
2020-09-14,Edinburgh,PM2.5,5,2020,9,2020-09-01,Pandemic
2020-09-14,London,O3,50,2020,9,2020-09-01,Pandemic
2020-09-14,London,NO2,45,2020,9,2020-09-01,Pandemic
2020-09-14,London,SO2,3,2020,9,2020-09-01,Pandemic
2020-09-14,London,CO,0.22,2020,9,2020-09-01,Pandemic
2020-09-14,London,PM10,19,2020,9,2020-09-01,Pandemic
2020-09-14,London,PM2.5,11,2020,9,2020-09-01,Pandemic
2020-09-14,Manchester,O3,27,2020,9,2020-09-01,Pandemic
2020-09-14,Manchester,NO2,41,2020,9,2020-09-01,Pandemic
2020-09-14,Manchester,SO2,1,2020,9,2020-09-01,Pandemic
2020-09-14,Manchester,PM10,16,2020,9,2020-09-01,Pandemic
2020-09-14,Manchester,PM2.5,8,2020,9,2020-09-01,Pandemic
2020-09-14,Sheffield,O3,37,2020,9,2020-09-01,Pandemic
