Date,City,Pollutant,Concentration,Year,Month,YearMonth,Period
2023-02-23,London,PM2.5,6,2023,2,2023-02-01,Post-Pandemic
2023-02-23,Manchester,O3,44,2023,2,2023-02-01,Post-Pandemic
2023-02-23,Manchester,NO2,28,2023,2,2023-02-01,Post-Pandemic
2023-02-23,Manchester,SO2,1,2023,2,2023-02-01,Post-Pandemic
2023-02-23,Manchester,PM10,18,2023,2,2023-02-01,Post-Pandemic
2023-02-23,Manchester,PM2.5,7,2023,2,2023-02-01,Post-Pandemic
2023-02-23,Sheffield,O3,65,2023,2,2023-02-01,Post-Pandemic
2023-02-23,Sheffield,NO2,14,2023,2,2023-02-01,Post-Pandemic
2023-02-23,Sheffield,PM10,13,2023,2,2023-02-01,Post-Pandemic
2023-02-23,Sheffield,PM2.5,6,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Edinburgh,O3,57,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Edinburgh,NO2,15,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Edinburgh,SO2,0,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Edinburgh,CO,0.14,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Edinburgh,PM10,11,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Edinburgh,PM2.5,3,2023,2,2023-02-01,Post-Pandemic
2023-02-24,London,O3,32,2023,2,2023-02-01,Post-Pandemic
2023-02-24,London,NO2,36,2023,2,2023-02-01,Post-Pandemic
2023-02-24,London,SO2,1,2023,2,2023-02-01,Post-Pandemic
2023-02-24,London,CO,0.28,2023,2,2023-02-01,Post-Pandemic
2023-02-24,London,PM10,17,2023,2,2023-02-01,Post-Pandemic
2023-02-24,London,PM2.5,9,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Manchester,O3,43,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Manchester,NO2,28,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Manchester,SO2,1,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Manchester,PM10,19,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Manchester,PM2.5,10,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Sheffield,O3,69,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Sheffield,NO2,12,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Sheffield,PM10,10,2023,2,2023-02-01,Post-Pandemic
2023-02-24,Sheffield,PM2.5,5,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Edinburgh,O3,59,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Edinburgh,NO2,16,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Edinburgh,SO2,0,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Edinburgh,CO,0.11,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Edinburgh,PM10,10,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Edinburgh,PM2.5,3,2023,2,2023-02-01,Post-Pandemic
2023-02-25,London,O3,59,2023,2,2023-02-01,Post-Pandemic
2023-02-25,London,NO2,12,2023,2,2023-02-01,Post-Pandemic
2023-02-25,London,SO2,0,2023,2,2023-02-01,Post-Pandemic
2023-02-25,London,CO,0.2,2023,2,2023-02-01,Post-Pandemic
2023-02-25,London,PM10,11,2023,2,2023-02-01,Post-Pandemic
2023-02-25,London,PM2.5,6,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Manchester,O3,46,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Manchester,NO2,26,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Manchester,SO2,1,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Manchester,PM10,20,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Manchester,PM2.5,9,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Sheffield,O3,66,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Sheffield,NO2,14,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Sheffield,PM10,15,2023,2,2023-02-01,Post-Pandemic
2023-02-25,Sheffield,PM2.5,7,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Edinburgh,O3,59,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Edinburgh,NO2,16,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Edinburgh,SO2,1,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Edinburgh,CO,0.11,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Edinburgh,PM10,12,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Edinburgh,PM2.5,5,2023,2,2023-02-01,Post-Pandemic
2023-02-26,London,O3,56,2023,2,2023-02-01,Post-Pandemic
2023-02-26,London,NO2,14,2023,2,2023-02-01,Post-Pandemic
2023-02-26,London,SO2,0,2023,2,2023-02-01,Post-Pandemic
2023-02-26,London,CO,0.24,2023,2,2023-02-01,Post-Pandemic
2023-02-26,London,PM10,10,2023,2,2023-02-01,Post-Pandemic
2023-02-26,London,PM2.5,5,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Manchester,O3,49,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Manchester,NO2,22,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Manchester,SO2,1,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Manchester,PM10,16,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Manchester,PM2.5,8,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Sheffield,O3,64,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Sheffield,NO2,15,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Sheffield,PM10,13,2023,2,2023-02-01,Post-Pandemic
2023-02-26,Sheffield,PM2.5,6,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Edinburgh,O3,39,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Edinburgh,NO2,27,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Edinburgh,SO2,1,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Edinburgh,CO,0.11,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Edinburgh,PM10,16,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Edinburgh,PM2.5,7,2023,2,2023-02-01,Post-Pandemic
2023-02-27,London,O3,54,2023,2,2023-02-01,Post-Pandemic
2023-02-27,London,NO2,19,2023,2,2023-02-01,Post-Pandemic
2023-02-27,London,SO2,0,2023,2,2023-02-01,Post-Pandemic
2023-02-27,London,CO,0.23,2023,2,2023-02-01,Post-Pandemic
2023-02-27,London,PM10,9,2023,2,2023-02-01,Post-Pandemic
2023-02-27,London,PM2.5,4,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Manchester,O3,48,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Manchester,NO2,28,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Manchester,SO2,1,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Manchester,PM10,11,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Manchester,PM2.5,6,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Sheffield,O3,60,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Sheffield,NO2,18,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Sheffield,PM10,8,2023,2,2023-02-01,Post-Pandemic
2023-02-27,Sheffield,PM2.5,5,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Edinburgh,O3,57,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Edinburgh,NO2,16,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Edinburgh,SO2,0,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Edinburgh,CO,0.095,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Edinburgh,PM10,9,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Edinburgh,PM2.5,4,2023,2,2023-02-01,Post-Pandemic
2023-02-28,London,O3,54,2023,2,2023-02-01,Post-Pandemic
2023-02-28,London,NO2,18,2023,2,2023-02-01,Post-Pandemic
2023-02-28,London,SO2,0,2023,2,2023-02-01,Post-Pandemic
2023-02-28,London,CO,0.2,2023,2,2023-02-01,Post-Pandemic
2023-02-28,London,PM10,8,2023,2,2023-02-01,Post-Pandemic
2023-02-28,London,PM2.5,4,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Manchester,O3,52,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Manchester,NO2,24,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Manchester,SO2,1,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Manchester,PM10,10,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Manchester,PM2.5,5,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Sheffield,O3,66,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Sheffield,NO2,14,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Sheffield,PM10,7,2023,2,2023-02-01,Post-Pandemic
2023-02-28,Sheffield,PM2.5,5,2023,2,2023-02-01,Post-Pandemic
2023-03-01,Edinburgh,PM10,6,2023,3,2023-03-01,Post-Pandemic
2023-03-01,Edinburgh,PM2.5,3,2023,3,2023-03-01,Post-Pandemic
2023-03-01,London,O3,57,2023,3,2023-03-01,Post-Pandemic
2023-03-01,London,NO2,18,2023,3,2023-03-01,Post-Pandemic
2023-03-01,London,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-01,London,CO,0.19,2023,3,2023-03-01,Post-Pandemic
2023-03-01,London,PM10,7,2023,3,2023-03-01,Post-Pandemic
2023-03-01,London,PM2.5,3,2023,3,2023-03-01,Post-Pandemic
2023-03-01,Manchester,O3,54,2023,3,2023-03-01,Post-Pandemic
2023-03-01,Manchester,NO2,25,2023,3,2023-03-01,Post-Pandemic
2023-03-01,Manchester,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-01,Manchester,PM10,8,2023,3,2023-03-01,Post-Pandemic
2023-03-01,Manchester,PM2.5,5,2023,3,2023-03-01,Post-Pandemic
2023-03-01,Sheffield,O3,68,2023,3,2023-03-01,Post-Pandemic
2023-03-01,Sheffield,NO2,13,2023,3,2023-03-01,Post-Pandemic
2023-03-01,Sheffield,PM10,8,2023,3,2023-03-01,Post-Pandemic
2023-03-01,Sheffield,PM2.5,5,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Edinburgh,PM10,10,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Edinburgh,PM2.5,5,2023,3,2023-03-01,Post-Pandemic
2023-03-02,London,O3,54,2023,3,2023-03-01,Post-Pandemic
2023-03-02,London,NO2,18,2023,3,2023-03-01,Post-Pandemic
2023-03-02,London,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-02,London,CO,0.2,2023,3,2023-03-01,Post-Pandemic
2023-03-02,London,PM10,18,2023,3,2023-03-01,Post-Pandemic
2023-03-02,London,PM2.5,12,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Manchester,O3,47,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Manchester,NO2,33,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Manchester,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Manchester,PM10,18,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Manchester,PM2.5,11,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Sheffield,O3,61,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Sheffield,NO2,21,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Sheffield,PM10,14,2023,3,2023-03-01,Post-Pandemic
2023-03-02,Sheffield,PM2.5,9,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Edinburgh,O3,58,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Edinburgh,NO2,18,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Edinburgh,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Edinburgh,CO,0.14,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Edinburgh,PM10,15,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Edinburgh,PM2.5,7,2023,3,2023-03-01,Post-Pandemic
2023-03-03,London,O3,61,2023,3,2023-03-01,Post-Pandemic
2023-03-03,London,NO2,16,2023,3,2023-03-01,Post-Pandemic
2023-03-03,London,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-03,London,CO,0.19,2023,3,2023-03-01,Post-Pandemic
2023-03-03,London,PM10,12,2023,3,2023-03-01,Post-Pandemic
2023-03-03,London,PM2.5,6,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Manchester,O3,54,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Manchester,NO2,30,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Manchester,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Manchester,PM10,16,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Manchester,PM2.5,8,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Sheffield,O3,69,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Sheffield,NO2,17,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Sheffield,PM10,12,2023,3,2023-03-01,Post-Pandemic
2023-03-03,Sheffield,PM2.5,7,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Edinburgh,O3,47,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Edinburgh,NO2,16,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Edinburgh,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Edinburgh,CO,0.13,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Edinburgh,PM10,9,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Edinburgh,PM2.5,6,2023,3,2023-03-01,Post-Pandemic
2023-03-04,London,O3,63,2023,3,2023-03-01,Post-Pandemic
2023-03-04,London,NO2,15,2023,3,2023-03-01,Post-Pandemic
2023-03-04,London,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-04,London,CO,0.19,2023,3,2023-03-01,Post-Pandemic
2023-03-04,London,PM10,10,2023,3,2023-03-01,Post-Pandemic
2023-03-04,London,PM2.5,7,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Manchester,O3,53,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Manchester,NO2,22,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Manchester,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Manchester,PM10,19,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Manchester,PM2.5,11,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Sheffield,O3,70,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Sheffield,NO2,13,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Sheffield,PM10,13,2023,3,2023-03-01,Post-Pandemic
2023-03-04,Sheffield,PM2.5,8,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Edinburgh,O3,56,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Edinburgh,NO2,10,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Edinburgh,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Edinburgh,CO,0.13,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Edinburgh,PM10,5,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Edinburgh,PM2.5,3,2023,3,2023-03-01,Post-Pandemic
2023-03-05,London,O3,49,2023,3,2023-03-01,Post-Pandemic
2023-03-05,London,NO2,17,2023,3,2023-03-01,Post-Pandemic
2023-03-05,London,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-05,London,CO,0.23,2023,3,2023-03-01,Post-Pandemic
2023-03-05,London,PM10,17,2023,3,2023-03-01,Post-Pandemic
2023-03-05,London,PM2.5,14,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Manchester,O3,50,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Manchester,NO2,23,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Manchester,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Manchester,PM10,14,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Manchester,PM2.5,9,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Sheffield,O3,57,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Sheffield,NO2,20,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Sheffield,PM10,13,2023,3,2023-03-01,Post-Pandemic
2023-03-05,Sheffield,PM2.5,10,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Edinburgh,O3,55,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Edinburgh,NO2,15,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Edinburgh,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Edinburgh,CO,0.18,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Edinburgh,PM10,5,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Edinburgh,PM2.5,2,2023,3,2023-03-01,Post-Pandemic
2023-03-06,London,O3,32,2023,3,2023-03-01,Post-Pandemic
2023-03-06,London,NO2,27,2023,3,2023-03-01,Post-Pandemic
2023-03-06,London,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-06,London,CO,0.24,2023,3,2023-03-01,Post-Pandemic
2023-03-06,London,PM10,12,2023,3,2023-03-01,Post-Pandemic
2023-03-06,London,PM2.5,8,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Manchester,PM10,10,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Manchester,PM2.5,6,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Sheffield,O3,60,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Sheffield,NO2,16,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Sheffield,PM10,9,2023,3,2023-03-01,Post-Pandemic
2023-03-06,Sheffield,PM2.5,6,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Edinburgh,O3,56,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Edinburgh,NO2,20,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Edinburgh,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Edinburgh,CO,0.14,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Edinburgh,PM10,8,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Edinburgh,PM2.5,3,2023,3,2023-03-01,Post-Pandemic
2023-03-07,London,O3,37,2023,3,2023-03-01,Post-Pandemic
2023-03-07,London,NO2,31,2023,3,2023-03-01,Post-Pandemic
2023-03-07,London,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-07,London,CO,0.28,2023,3,2023-03-01,Post-Pandemic
2023-03-07,London,PM10,11,2023,3,2023-03-01,Post-Pandemic
2023-03-07,London,PM2.5,7,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Manchester,PM10,14,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Manchester,PM2.5,5,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Sheffield,O3,62,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Sheffield,NO2,19,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Sheffield,PM10,11,2023,3,2023-03-01,Post-Pandemic
2023-03-07,Sheffield,PM2.5,5,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Edinburgh,O3,62,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Edinburgh,NO2,16,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Edinburgh,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Edinburgh,CO,0.15,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Edinburgh,PM10,6,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Edinburgh,PM2.5,2,2023,3,2023-03-01,Post-Pandemic
2023-03-08,London,O3,36,2023,3,2023-03-01,Post-Pandemic
2023-03-08,London,NO2,32,2023,3,2023-03-01,Post-Pandemic
2023-03-08,London,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-08,London,CO,0.25,2023,3,2023-03-01,Post-Pandemic
2023-03-08,London,PM10,11,2023,3,2023-03-01,Post-Pandemic
2023-03-08,London,PM2.5,9,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Manchester,O3,37,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Manchester,NO2,36,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Manchester,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Manchester,PM10,16,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Manchester,PM2.5,10,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Sheffield,O3,38,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Sheffield,NO2,32,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Sheffield,PM10,17,2023,3,2023-03-01,Post-Pandemic
2023-03-08,Sheffield,PM2.5,10,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Edinburgh,O3,71,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Edinburgh,NO2,8,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Edinburgh,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Edinburgh,CO,0.13,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Edinburgh,PM10,10,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Edinburgh,PM2.5,2,2023,3,2023-03-01,Post-Pandemic
2023-03-09,London,O3,36,2023,3,2023-03-01,Post-Pandemic
2023-03-09,London,NO2,30,2023,3,2023-03-01,Post-Pandemic
2023-03-09,London,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-09,London,CO,0.23,2023,3,2023-03-01,Post-Pandemic
2023-03-09,London,PM10,11,2023,3,2023-03-01,Post-Pandemic
2023-03-09,London,PM2.5,8,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Manchester,O3,55,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Manchester,NO2,26,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Manchester,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Manchester,PM10,8,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Manchester,PM2.5,5,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Sheffield,O3,46,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Sheffield,NO2,31,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Sheffield,PM10,11,2023,3,2023-03-01,Post-Pandemic
2023-03-09,Sheffield,PM2.5,8,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Edinburgh,O3,60,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Edinburgh,NO2,16,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Edinburgh,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Edinburgh,CO,0.21,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Edinburgh,PM10,10,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Edinburgh,PM2.5,3,2023,3,2023-03-01,Post-Pandemic
2023-03-10,London,O3,43,2023,3,2023-03-01,Post-Pandemic
2023-03-10,London,NO2,27,2023,3,2023-03-01,Post-Pandemic
2023-03-10,London,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-10,London,CO,0.25,2023,3,2023-03-01,Post-Pandemic
2023-03-10,London,PM10,8,2023,3,2023-03-01,Post-Pandemic
2023-03-10,London,PM2.5,4,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Manchester,O3,56,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Manchester,NO2,27,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Manchester,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Manchester,PM10,13,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Manchester,PM2.5,6,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Sheffield,O3,67,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Sheffield,NO2,19,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Sheffield,PM10,9,2023,3,2023-03-01,Post-Pandemic
2023-03-10,Sheffield,PM2.5,7,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Edinburgh,O3,56,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Edinburgh,NO2,13,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Edinburgh,SO2,0,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Edinburgh,CO,0.094,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Edinburgh,PM10,10,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Edinburgh,PM2.5,4,2023,3,2023-03-01,Post-Pandemic
2023-03-11,London,O3,42,2023,3,2023-03-01,Post-Pandemic
2023-03-11,London,NO2,32,2023,3,2023-03-01,Post-Pandemic
2023-03-11,London,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-11,London,CO,0.32,2023,3,2023-03-01,Post-Pandemic
2023-03-11,London,PM10,11,2023,3,2023-03-01,Post-Pandemic
2023-03-11,London,PM2.5,7,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Manchester,O3,29,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Manchester,NO2,50,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Manchester,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Manchester,PM10,16,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Manchester,PM2.5,10,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Sheffield,O3,41,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Sheffield,NO2,36,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Sheffield,PM10,11,2023,3,2023-03-01,Post-Pandemic
2023-03-11,Sheffield,PM2.5,8,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Edinburgh,O3,61,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Edinburgh,NO2,7,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Edinburgh,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Edinburgh,CO,0.11,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Edinburgh,PM10,9,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Edinburgh,PM2.5,5,2023,3,2023-03-01,Post-Pandemic
2023-03-12,London,O3,54,2023,3,2023-03-01,Post-Pandemic
2023-03-12,London,NO2,10,2023,3,2023-03-01,Post-Pandemic
2023-03-12,London,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-12,London,CO,0.13,2023,3,2023-03-01,Post-Pandemic
2023-03-12,London,PM10,13,2023,3,2023-03-01,Post-Pandemic
2023-03-12,London,PM2.5,8,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Manchester,O3,49,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Manchester,NO2,20,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Manchester,SO2,1,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Manchester,PM10,15,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Manchester,PM2.5,9,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Sheffield,O3,62,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Sheffield,NO2,14,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Sheffield,PM10,12,2023,3,2023-03-01,Post-Pandemic
2023-03-12,Sheffield,PM2.5,8,2023,3,2023-03-01,Post-Pandemic
2023-03-13,Edinburgh,O3,57,2023,3,2023-03-01,Post-Pandemic
2023-03-13,Edinburgh,NO2,10,2023,3,2023-03-01,Post-Pandemic
2023-03-13,Edinburgh,SO2,1,2023,3,2023-03-01,Post-Pandemic
