City,Period,Intercept,Coef_NO2,Coef_PM10,Coef_O3,Train_R2,Train_Adj_R2,Train_RMSE,Test_R2,Test_RMSE,VIF_NO2,VIF_PM10,VIF_O3,n_train,n_test
Edinburgh,Pandemic,-0.42226323848743447,-0.0021024202742976742,0.6817550603450747,-0.008719695839531813,0.8746112421729864,0.8737484754906903,1.0227357207874772,0.8135475180021399,0.36335789901593535,1.581618444147862,1.0507726830444355,1.563622284472293,440,3
Edinburgh,Post-Pandemic,0.3275560167227578,0.002552445066333067,0.6355794131759073,-0.018421066673533163,0.8864073466862076,0.8858790087638179,1.1090059942461512,0.9345536526378277,1.744521117773665,2.1086598863992814,1.1424810378513948,2.1059658558865215,649,5
London,Pandemic,0.45913787363500663,-0.005771091517160823,0.7260505152115609,-0.03586379042764678,0.9103403766119499,0.9098309469336087,1.6532017587326109,0.9028590271284057,1.5471707440791396,2.360343007931617,1.858742732395549,1.5617333487910785,532,10
London,Post-Pandemic,-0.1208922727356415,0.005177173226363155,0.7364724008018093,-0.029815544136593184,0.9329800916441989,0.9327407348286425,1.514081531761195,0.9156061914784878,1.7040508589702994,2.8565771456512765,1.736255352988532,1.9279016598533407,844,8
Manchester,Pandemic,0.6903321834644818,0.008203424195926162,0.6140079672317966,-0.04266093512543084,0.8313191134632497,0.8304007057325596,2.079043837904225,0.9537765964602763,1.7252622024329936,2.435698771460232,1.330333828521952,2.0010387674620866,555,11
Manchester,Post-Pandemic,-0.11768805280442424,0.01588533305385392,0.6462712528171908,-0.03572467646700118,0.9032517502441627,0.902850305224429,1.6548129435306267,1,1.2055987050650816,2.5726120178828293,1.687818183294832,1.7582890703421616,727,2
Sheffield,Pandemic,2.520543516416581,-6.527156843602741e-4,0.6379087778187347,-0.06934312196859906,0.8413064469042532,0.8400402749380637,2.6437091689570207,1,0.8930497498054032,2.3579197998703045,1.3533460719835695,1.9405038990271684,380,2
Sheffield,Post-Pandemic,1.0335332244342734,0.010144962097316437,0.6898025798011017,-0.04090183532556776,0.9398075981435884,0.9395629135831964,1.3497709133000513,NA,0.4263878135160001,2.6183625101617634,1.6699453217872375,1.7988586016831225,742,2
