Site Type,Urban Background,,,,,,,,,,,,Urban Background,,,,,,,,,,,,Urban Background,,,,,,,,,,Urban Background,,,,,,,
Zone,Central Scotland,,,,,,,,,,,,Greater London,,,,,,,,,,,,North West & Merseyside,,,,,,,,,,Yorkshire & Humberside,,,,,,,
Agglomeration,Edinburgh Urban Area,,,,,,,,,,,,Greater London Urban Area,,,,,,,,,,,,Greater Manchester Urban Area,,,,,,,,,,Sheffield Urban Area,,,,,,,
Local Authority,Edinburgh,,,,,,,,,,,,Kensington,,,,,,,,,,,,Manchester,,,,,,,,,,Sheffield,,,,,,,
Date,Ozone,Status,Nitrogen dioxide,Status,Sulphur dioxide,Status,Carbon monoxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Ozone,Status,Nitrogen dioxide,Status,Sulphur dioxide,Status,Carbon monoxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Ozone,Status,Nitrogen dioxide,Status,Sulphur dioxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Ozone,Status,Nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status
11/15/2020,52,V ugm-3,12,V ugm-3,1,V ugm-3,0.056,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),No data,V ugm-3,7,V ugm-3,3,V ugm-3,0.1,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),52,V ugm-3,13,V ugm-3,0,V ugm-3,9,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),60,V ugm-3,5,V ugm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
11/16/2020,60,V ugm-3,11,V ugm-3,1,V ugm-3,0.06,V mgm-3,5,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),No data,V ugm-3,14,V ugm-3,4,V ugm-3,0.1,V mgm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),41,V ugm-3,26,V ugm-3,1,V ugm-3,12,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),54,V ugm-3,11,V ugm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
11/17/2020,58,V ugm-3,4,V ugm-3,1,V ugm-3,0.046,V mgm-3,2,V ugm-3 (FIDAS),1,V ugm-3 (Ref.eq),No data,V ugm-3,12,V ugm-3,1,V ugm-3,0.084,V mgm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),38,V ugm-3,26,V ugm-3,0,V ugm-3,5,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),55,V ugm-3,10,V ugm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq)
11/18/2020,66,V ugm-3,7,V ugm-3,1,V ugm-3,0.076,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),No data,V ugm-3,11,V ugm-3,3,V ugm-3,0.12,V mgm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),44,V ugm-3,23,V ugm-3,0,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),58,V ugm-3,10,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
11/19/2020,46,V ugm-3,25,V ugm-3,1,V ugm-3,0.11,V mgm-3,9,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),No data,V ugm-3,26,V ugm-3,4,V ugm-3,0.16,V mgm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),33,V ugm-3,37,V ugm-3,1,V ugm-3,12,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),45,V ugm-3,24,V ugm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
11/20/2020,48,V ugm-3,14,V ugm-3,1,V ugm-3,0.071,V mgm-3,5,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),No data,V ugm-3,32,V ugm-3,3,V ugm-3,0.11,V mgm-3,10,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),22,V ugm-3,36,V ugm-3,1,V ugm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),38,V ugm-3,22,V ugm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
11/21/2020,62,V ugm-3,9,V ugm-3,1,V ugm-3,0.05,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),No data,V ugm-3,10,V ugm-3,2,V ugm-3,0.1,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),41,V ugm-3,25,V ugm-3,1,V ugm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),57,V ugm-3,15,V ugm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq)
11/22/2020,53,V ugm-3,9,V ugm-3,0,V ugm-3,0.044,V mgm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),No data,V ugm-3,31,V ugm-3,1,V ugm-3,0.14,V mgm-3,9,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),32,V ugm-3,29,V ugm-3,1,V ugm-3,13,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),47,V ugm-3,16,V ugm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
11/23/2020,59,V ugm-3,5,V ugm-3,1,V ugm-3,0.048,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),No data,V ugm-3,41,V ugm-3,2,V ugm-3,0.23,V mgm-3,16,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq),18,V ugm-3,37,V ugm-3,1,V ugm-3,25,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),33,V ugm-3,26,V ugm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
11/24/2020,63,V ugm-3,10,V ugm-3,1,V ugm-3,0.055,V mgm-3,3,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),No data,V ugm-3,19,V ugm-3,3,V ugm-3,0.12,V mgm-3,10,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),35,V ugm-3,26,V ugm-3,1,V ugm-3,12,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),48,V ugm-3,17,V ugm-3,12,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq)
11/25/2020,46,V ugm-3,17,V ugm-3,0,V ugm-3,0.057,V mgm-3,9,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),No data,V ugm-3,26,V ugm-3,3,V ugm-3,0.12,V mgm-3,17,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq),23,V ugm-3,42,V ugm-3,1,V ugm-3,13,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),35,V ugm-3,30,V ugm-3,12,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq)
11/26/2020,24,V ugm-3,35,V ugm-3,1,V ugm-3,0.095,V mgm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),No data,V ugm-3,44,V ugm-3,2,V ugm-3,0.19,V mgm-3,19,V ugm-3 (FIDAS),12,V ugm-3 (Ref.eq),4,V ugm-3,54,V ugm-3,1,V ugm-3,25,V ugm-3 (FIDAS),15,V ugm-3 (Ref.eq),16,V ugm-3,43,V ugm-3,23,V ugm-3 (FIDAS),15,V ugm-3 (Ref.eq)
11/27/2020,28,V ugm-3,31,V ugm-3,1,V ugm-3,0.11,V mgm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),No data,V ugm-3,50,V ugm-3,4,V ugm-3,0.51,V mgm-3,31,V ugm-3 (FIDAS),22,V ugm-3 (Ref.eq),2,V ugm-3,66,V ugm-3,2,V ugm-3,26,V ugm-3 (FIDAS),15,V ugm-3 (Ref.eq),14,V ugm-3,50,V ugm-3,22,V ugm-3 (FIDAS),15,V ugm-3 (Ref.eq)
11/28/2020,17,V ugm-3,35,V ugm-3,1,V ugm-3,0.12,V mgm-3,15,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq),No data,V ugm-3,48,V ugm-3,2,V ugm-3,0.35,V mgm-3,42,V ugm-3 (FIDAS),35,V ugm-3 (Ref.eq),5,V ugm-3,48,V ugm-3,1,V ugm-3,20,V ugm-3 (FIDAS),17,V ugm-3 (Ref.eq),7,V ugm-3,47,V ugm-3,36,V ugm-3 (FIDAS),30,V ugm-3 (Ref.eq)
11/29/2020,7,V ugm-3,37,V ugm-3,1,V ugm-3,0.14,V mgm-3,21,V ugm-3 (FIDAS),18,V ugm-3 (Ref.eq),No data,V ugm-3,40,V ugm-3,2,V ugm-3,0.24,V mgm-3,30,V ugm-3 (FIDAS),26,V ugm-3 (Ref.eq),3,V ugm-3,32,V ugm-3,1,V ugm-3,28,V ugm-3 (FIDAS),24,V ugm-3 (Ref.eq),13,V ugm-3,31,V ugm-3,23,V ugm-3 (FIDAS),20,V ugm-3 (Ref.eq)
11/30/2020,49,V ugm-3,17,V ugm-3,1,V ugm-3,0.052,V mgm-3,6,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),No data,V ugm-3,25,V ugm-3,4,V ugm-3,0.2,V mgm-3,15,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq),20,V ugm-3,30,V ugm-3,1,V ugm-3,18,V ugm-3 (FIDAS),12,V ugm-3 (Ref.eq),43,V ugm-3,13,V ugm-3,12,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq)
12/1/2020,26,V ugm-3,30,V ugm-3,No data,V ugm-3,0.057,V mgm-3,11,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),No data,V ugm-3,31,V ugm-3,2,V ugm-3,0.16,V mgm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),8,V ugm-3,65,V ugm-3,2,V ugm-3,24,V ugm-3 (FIDAS),13,V ugm-3 (Ref.eq),36,V ugm-3,34,V ugm-3,13,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq)
12/2/2020,42,V ugm-3,14,V ugm-3,No data,V ugm-3,0.076,V mgm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),No data,V ugm-3,46,V ugm-3,5,V ugm-3,0.22,V mgm-3,20,V ugm-3 (FIDAS),13,V ugm-3 (Ref.eq),14,V ugm-3,43,V ugm-3,1,V ugm-3,16,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),34,V ugm-3,29,V ugm-3,14,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq)
12/3/2020,38,V ugm-3,33,V ugm-3,1,V ugm-3,0.083,V mgm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),No data,V ugm-3,38,V ugm-3,7,V ugm-3,0.19,V mgm-3,8,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),24,V ugm-3,37,V ugm-3,1,V ugm-3,7,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),35,V ugm-3,27,V ugm-3,8,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
12/4/2020,50,V ugm-3,13,V ugm-3,1,V ugm-3,0.057,V mgm-3,12,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),No data,V ugm-3,30,V ugm-3,3,V ugm-3,0.1,V mgm-3,9,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),24,V ugm-3,35,V ugm-3,1,V ugm-3,8,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),37,V ugm-3,22,V ugm-3,4,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq)
12/5/2020,37,V ugm-3,29,V ugm-3,1,V ugm-3,0.091,V mgm-3,9,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),No data,V ugm-3,28,V ugm-3,3,V ugm-3,0.15,V mgm-3,10,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),15,V ugm-3,42,V ugm-3,1,V ugm-3,14,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),25,V ugm-3,37,V ugm-3,14,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq)
12/6/2020,11,V ugm-3,39,V ugm-3,2,V ugm-3,0.13,V mgm-3,7,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),No data,V ugm-3,30,V ugm-3,1,V ugm-3,0.14,V mgm-3,14,V ugm-3 (FIDAS),12,V ugm-3 (Ref.eq),1,V ugm-3,56,V ugm-3,1,V ugm-3,29,V ugm-3 (FIDAS),24,V ugm-3 (Ref.eq),19,V ugm-3,31,V ugm-3,13,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq)
12/7/2020,8,V ugm-3,42,V ugm-3,2,V ugm-3,0.15,V mgm-3,8,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),No data,V ugm-3,43,V ugm-3,3,V ugm-3,0.19,V mgm-3,19,V ugm-3 (FIDAS),14,V ugm-3 (Ref.eq),2,V ugm-3,49,V ugm-3,1,V ugm-3,21,V ugm-3 (FIDAS),16,V ugm-3 (Ref.eq),24,V ugm-3,30,V ugm-3,16,V ugm-3 (FIDAS),14,V ugm-3 (Ref.eq)
12/8/2020,22,V ugm-3,30,V ugm-3,1,V ugm-3,0.079,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),No data,V ugm-3,44,V ugm-3,2,V ugm-3,0.31,V mgm-3,19,V ugm-3 (FIDAS),16,V ugm-3 (Ref.eq),9,V ugm-3,40,V ugm-3,1,V ugm-3,11,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),21,V ugm-3,24,V ugm-3,18,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq)
12/9/2020,31,V ugm-3,22,V ugm-3,1,V ugm-3,0.059,V mgm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),No data,V ugm-3,40,V ugm-3,2,V ugm-3,0.14,V mgm-3,14,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),17,V ugm-3,43,V ugm-3,1,V ugm-3,17,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),24,V ugm-3,35,V ugm-3,15,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq)
12/10/2020,22,V ugm-3,20,V ugm-3,1,V ugm-3,0.08,V mgm-3,14,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),No data,V ugm-3,29,V ugm-3,2,V ugm-3,0.14,V mgm-3,16,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),15,V ugm-3,38,V ugm-3,1,V ugm-3,16,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),15,V ugm-3,33,V ugm-3,17,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq)
12/11/2020,22,V ugm-3,18,V ugm-3,1,V ugm-3,0.068,V mgm-3,6,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),No data,V ugm-3,41,V ugm-3,3,V ugm-3,0.24,V mgm-3,12,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),No data,V ugm-3,57,V ugm-3,No data,V ugm-3,16,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq),10,V ugm-3,45,V ugm-3,20,V ugm-3 (FIDAS),13,V ugm-3 (Ref.eq)
12/12/2020,16,V ugm-3,29,V ugm-3,1,V ugm-3,0.089,V mgm-3,9,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),No data,V ugm-3,30,V ugm-3,4,V ugm-3,0.14,V mgm-3,12,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),19,V ugm-3,33,V ugm-3,1,V ugm-3,13,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),24,V ugm-3,30,V ugm-3,14,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq)
12/13/2020,42,V ugm-3,12,V ugm-3,1,V ugm-3,0.063,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),No data,V ugm-3,22,V ugm-3,4,V ugm-3,0.1,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),31,V ugm-3,26,V ugm-3,1,V ugm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),30,V ugm-3,24,V ugm-3,9,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
12/14/2020,57,V ugm-3,10,V ugm-3,1,V ugm-3,0.065,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),60,V ugm-3,18,V ugm-3,2,V ugm-3,0.12,V mgm-3,10,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),37,V ugm-3,28,V ugm-3,1,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),52,V ugm-3,18,V ugm-3,17,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq)
12/15/2020,48,V ugm-3,17,V ugm-3,1,V ugm-3,0.067,V mgm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),45,V ugm-3,26,V ugm-3,2,V ugm-3,0.12,V mgm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),28,V ugm-3,35,V ugm-3,1,V ugm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),32,V ugm-3,33,V ugm-3,32,V ugm-3 (FIDAS),13,V ugm-3 (Ref.eq)
12/16/2020,55,V ugm-3,9,V ugm-3,1,V ugm-3,0.046,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),45,V ugm-3,25,V ugm-3,1,V ugm-3,0.14,V mgm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),36,V ugm-3,32,V ugm-3,1,V ugm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),41,V ugm-3,25,V ugm-3,16,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq)
12/17/2020,49,V ugm-3,7,V ugm-3,1,V ugm-3,0.053,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),42,V ugm-3,21,V ugm-3,2,V ugm-3,0.14,V mgm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),25,V ugm-3,31,V ugm-3,1,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),41,V ugm-3,18,V ugm-3,23,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq)
12/18/2020,57,V ugm-3,9,V ugm-3,1,V ugm-3,0.062,V mgm-3,3,V ugm-3 (FIDAS),1,V ugm-3 (Ref.eq),51,V ugm-3,11,V ugm-3,3,V ugm-3,0.079,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),37,V ugm-3,20,V ugm-3,1,V ugm-3,3,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),46,V ugm-3,15,V ugm-3,7,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq)
12/19/2020,66,V ugm-3,7,V ugm-3,1,V ugm-3,0.069,V mgm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),56,V ugm-3,12,V ugm-3,3,V ugm-3,0.097,V mgm-3,10,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),47,V ugm-3,20,V ugm-3,1,V ugm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),57,V ugm-3,13,V ugm-3,23,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
12/20/2020,60,V ugm-3,3,V ugm-3,1,V ugm-3,0.044,V mgm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),56,V ugm-3,13,V ugm-3,2,V ugm-3,0.11,V mgm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),37,V ugm-3,24,V ugm-3,1,V ugm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),51,V ugm-3,13,V ugm-3,18,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
12/21/2020,36,V ugm-3,27,V ugm-3,1,V ugm-3,0.088,V mgm-3,11,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),46,V ugm-3,15,V ugm-3,4,V ugm-3,0.095,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),14,V ugm-3,42,V ugm-3,1,V ugm-3,9,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),17,V ugm-3,40,V ugm-3,15,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq)
12/22/2020,37,V ugm-3,26,V ugm-3,1,V ugm-3,0.084,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),29,V ugm-3,29,V ugm-3,2,V ugm-3,0.21,V mgm-3,9,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),11,V ugm-3,54,V ugm-3,2,V ugm-3,16,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),16,V ugm-3,45,V ugm-3,17,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq)
12/23/2020,26,V ugm-3,33,V ugm-3,1,V ugm-3,0.082,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),42,V ugm-3,16,V ugm-3,3,V ugm-3,0.14,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),40,V ugm-3,23,V ugm-3,1,V ugm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),40,V ugm-3,26,V ugm-3,7,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
12/24/2020,47,V ugm-3,23,V ugm-3,1,V ugm-3,0.071,V mgm-3,7,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),53,V ugm-3,11,V ugm-3,3,V ugm-3,0.085,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),36,V ugm-3,28,V ugm-3,0,V ugm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),56,V ugm-3,11,V ugm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq)
12/25/2020,55,V ugm-3,12,V ugm-3,1,V ugm-3,0.044,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),40,V ugm-3,20,V ugm-3,2,V ugm-3,0.13,V mgm-3,9,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),22,V ugm-3,34,V ugm-3,0,V ugm-3,12,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),59,V ugm-3,10,V ugm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq)
12/26/2020,69,V ugm-3,3,V ugm-3,1,V ugm-3,0.043,V mgm-3,6,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),52,V ugm-3,10,V ugm-3,5,V ugm-3,0.096,V mgm-3,5,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),51,V ugm-3,12,V ugm-3,0,V ugm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),63,V ugm-3,7,V ugm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq)
12/27/2020,66,V ugm-3,6,V ugm-3,1,V ugm-3,0.058,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),55,V ugm-3,15,V ugm-3,7,V ugm-3,0.14,V mgm-3,8,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),45,V ugm-3,22,V ugm-3,0,V ugm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),61,V ugm-3,10,V ugm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
12/28/2020,18,V ugm-3,41,V ugm-3,1,V ugm-3,0.12,V mgm-3,12,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),25,V ugm-3,30,V ugm-3,3,V ugm-3,0.13,V mgm-3,12,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),31,V ugm-3,25,V ugm-3,1,V ugm-3,12,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),38,V ugm-3,21,V ugm-3,14,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq)
12/29/2020,18,V ugm-3,49,V ugm-3,1,V ugm-3,0.12,V mgm-3,6,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),35,V ugm-3,20,V ugm-3,4,V ugm-3,0.12,V mgm-3,14,V ugm-3 (FIDAS),12,V ugm-3 (Ref.eq),14,V ugm-3,47,V ugm-3,1,V ugm-3,17,V ugm-3 (FIDAS),14,V ugm-3 (Ref.eq),44,V ugm-3,21,V ugm-3,6,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
12/30/2020,26,V ugm-3,36,V ugm-3,1,V ugm-3,0.066,V mgm-3,6,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),12,V ugm-3,40,V ugm-3,3,V ugm-3,0.25,V mgm-3,16,V ugm-3 (FIDAS),12,V ugm-3 (Ref.eq),2,V ugm-3,60,V ugm-3,1,V ugm-3,23,V ugm-3 (FIDAS),19,V ugm-3 (Ref.eq),36,V ugm-3,27,V ugm-3,8,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
12/31/2020,23,V ugm-3,33,V ugm-3,1,V ugm-3,0.065,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),23,V ugm-3,28,V ugm-3,5,V ugm-3,0.22,V mgm-3,18,V ugm-3 (FIDAS),16,V ugm-3 (Ref.eq),8,V ugm-3,49,V ugm-3,1,V ugm-3,19,V ugm-3 (FIDAS),16,V ugm-3 (Ref.eq),25,V ugm-3,44,V ugm-3,26,V ugm-3 (FIDAS),21,V ugm-3 (Ref.eq)
1/1/2021,32,V ugm-3,26,V ugm-3,No data,V ugm-3,0.089,V mgm-3,4,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),18,V ugm-3,24,V ugm-3,3,V ugm-3,0.16,V mgm-3,24,V ugm-3 (FIDAS),21,V ugm-3 (Ref.eq),8,V ugm-3,40,V ugm-3,0,V ugm-3,26,V ugm-3 (FIDAS),22,V ugm-3 (Ref.eq),35,V ugm-3,13,V ugm-3,14,V ugm-3 (FIDAS),12,V ugm-3 (Ref.eq)
1/2/2021,23,V ugm-3,41,V ugm-3,No data,V ugm-3,0.12,V mgm-3,6,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),30,V ugm-3,22,V ugm-3,4,V ugm-3,0.14,V mgm-3,9,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),5,V ugm-3,49,V ugm-3,1,V ugm-3,15,V ugm-3 (FIDAS),13,V ugm-3 (Ref.eq),35,V ugm-3,25,V ugm-3,5,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
1/3/2021,31,V ugm-3,24,V ugm-3,1,V ugm-3,0.076,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),34,V ugm-3,15,V ugm-3,3,V ugm-3,0.13,V mgm-3,9,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),29,V ugm-3,21,V ugm-3,1,V ugm-3,6,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),39,V ugm-3,15,V ugm-3,7,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
1/4/2021,42,V ugm-3,17,V ugm-3,1,V ugm-3,0.06,V mgm-3,7,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),44,V ugm-3,11,V ugm-3,1,V ugm-3,0.094,V mgm-3,6,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),24,V ugm-3,31,V ugm-3,1,V ugm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),37,V ugm-3,20,V ugm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
