Site Type,Urban Background,,,,,,,,,,,,Urban Background,,,,,,,,,,,,Urban Background,,,,,,,,,,Urban Background,,,,,,,
Zone,Central Scotland,,,,,,,,,,,,Greater London,,,,,,,,,,,,North West & Merseyside,,,,,,,,,,Yorkshire & Humberside,,,,,,,
Agglomeration,Edinburgh Urban Area,,,,,,,,,,,,Greater London Urban Area,,,,,,,,,,,,Greater Manchester Urban Area,,,,,,,,,,Sheffield Urban Area,,,,,,,
Local Authority,Edinburgh,,,,,,,,,,,,Kensington,,,,,,,,,,,,Manchester,,,,,,,,,,Sheffield,,,,,,,
Date,Ozone,Status,Nitrogen dioxide,Status,Sulphur dioxide,Status,Carbon monoxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Ozone,Status,Nitrogen dioxide,Status,Sulphur dioxide,Status,Carbon monoxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Ozone,Status,Nitrogen dioxide,Status,Sulphur dioxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Ozone,Status,Nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status
1/27/2022,No data,V ugm-3,27,V ugm-3,No data,V ugm-3,0.1,V mgm-3,7,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),37,V ugm-3,30,V ugm-3,0,V ugm-3,No data,V mgm-3,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),46,V ugm-3,26,V ugm-3,0,V ugm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),67,V ugm-3,10,V ugm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
1/28/2022,No data,V ugm-3,10,V ugm-3,No data,V ugm-3,0.075,V mgm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),23,V ugm-3,41,V ugm-3,0,V ugm-3,No data,V mgm-3,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),12,V ugm-3,50,V ugm-3,0,V ugm-3,16,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),49,V ugm-3,18,V ugm-3,10,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
1/29/2022,No data,V ugm-3,14,V ugm-3,No data,V ugm-3,0.12,V mgm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),61,V ugm-3,15,V ugm-3,0,V ugm-3,No data,V mgm-3,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),59,V ugm-3,16,V ugm-3,1,V ugm-3,21,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),70,V ugm-3,7,V ugm-3,13,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq)
1/30/2022,No data,V ugm-3,13,V ugm-3,No data,V ugm-3,0.07,V mgm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),39,V ugm-3,31,V ugm-3,0,V ugm-3,No data,V mgm-3,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),35,V ugm-3,37,V ugm-3,1,V ugm-3,20,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),56,V ugm-3,17,V ugm-3,14,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq)
1/31/2022,No data,V ugm-3,17,V ugm-3,No data,V ugm-3,0.11,V mgm-3,7,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),60,V ugm-3,20,V ugm-3,0,V ugm-3,No data,V mgm-3,No data,V ugm-3 (FIDAS),No data,V ugm-3 (Ref.eq),63,V ugm-3,17,V ugm-3,0,V ugm-3,18,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),74,V ugm-3,8,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
2/1/2022,No data,V ugm-3,18,V ugm-3,1,V ugm-3,0.076,V mgm-3,17,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),54,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),60,V ugm-3,15,V ugm-3,0,V ugm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),74,V ugm-3,7,V ugm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
2/2/2022,No data,V ugm-3,15,V ugm-3,1,V ugm-3,0.098,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),36,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),39,V ugm-3,29,V ugm-3,1,V ugm-3,15,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),55,V ugm-3,14,V ugm-3,8,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
2/3/2022,No data,V ugm-3,8,V ugm-3,1,V ugm-3,0.065,V mgm-3,8,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),57,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),44,V ugm-3,31,V ugm-3,1,V ugm-3,13,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),64,V ugm-3,12,V ugm-3,9,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
2/4/2022,No data,V ugm-3,17,V ugm-3,1,V ugm-3,0.12,V mgm-3,8,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),64,V ugm-3,16,V ugm-3,0,V ugm-3,No data,V mgm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),58,V ugm-3,24,V ugm-3,0,V ugm-3,11,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),70,V ugm-3,10,V ugm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
2/5/2022,No data,V ugm-3,8,V ugm-3,1,V ugm-3,0.082,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),59,V ugm-3,13,V ugm-3,0,V ugm-3,No data,V mgm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),49,V ugm-3,25,V ugm-3,1,V ugm-3,13,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),67,V ugm-3,7,V ugm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
2/6/2022,No data,V ugm-3,16,V ugm-3,1,V ugm-3,0.09,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),72,V ugm-3,5,V ugm-3,0,V ugm-3,No data,V mgm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),68,V ugm-3,11,V ugm-3,0,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),77,V ugm-3,4,V ugm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq)
2/7/2022,No data,V ugm-3,8,V ugm-3,1,V ugm-3,0.085,V mgm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),47,V ugm-3,25,V ugm-3,0,V ugm-3,No data,V mgm-3,14,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),31,V ugm-3,39,V ugm-3,1,V ugm-3,13,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),54,V ugm-3,16,V ugm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
2/8/2022,No data,V ugm-3,10,V ugm-3,1,V ugm-3,0.09,V mgm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),68,V ugm-3,13,V ugm-3,0,V ugm-3,No data,V mgm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),58,V ugm-3,19,V ugm-3,0,V ugm-3,9,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),69,V ugm-3,7,V ugm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq)
2/9/2022,No data,V ugm-3,8,V ugm-3,1,V ugm-3,0.11,V mgm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),56,V ugm-3,19,V ugm-3,0,V ugm-3,No data,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),46,V ugm-3,29,V ugm-3,0,V ugm-3,14,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),60,V ugm-3,16,V ugm-3,9,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
2/10/2022,No data,V ugm-3,11,V ugm-3,1,V ugm-3,0.098,V mgm-3,7,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),43,V ugm-3,26,V ugm-3,0,V ugm-3,No data,V mgm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),52,V ugm-3,25,V ugm-3,0,V ugm-3,16,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),65,V ugm-3,11,V ugm-3,12,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
2/11/2022,No data,V ugm-3,19,V ugm-3,1,V ugm-3,0.094,V mgm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),34,V ugm-3,36,V ugm-3,0,V ugm-3,No data,V mgm-3,14,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),27,V ugm-3,45,V ugm-3,1,V ugm-3,18,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),37,V ugm-3,29,V ugm-3,17,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq)
2/12/2022,No data,V ugm-3,4,V ugm-3,1,V ugm-3,0.066,V mgm-3,3,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),58,V ugm-3,15,V ugm-3,0,V ugm-3,No data,V mgm-3,12,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),49,V ugm-3,25,V ugm-3,0,V ugm-3,9,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),60,V ugm-3,11,V ugm-3,9,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
2/13/2022,No data,V ugm-3,14,V ugm-3,1,V ugm-3,0.09,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),64,V ugm-3,8,V ugm-3,1,V ugm-3,No data,V mgm-3,11,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),48,V ugm-3,23,V ugm-3,0,V ugm-3,5,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),60,V ugm-3,10,V ugm-3,3,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq)
2/14/2022,No data,V ugm-3,27,V ugm-3,1,V ugm-3,0.096,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),59,V ugm-3,15,V ugm-3,1,V ugm-3,No data,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),53,V ugm-3,24,V ugm-3,0,V ugm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),66,V ugm-3,9,V ugm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq)
2/15/2022,No data,V ugm-3,12,V ugm-3,1,V ugm-3,0.088,V mgm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),56,V ugm-3,19,V ugm-3,1,V ugm-3,No data,V mgm-3,8,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),45,V ugm-3,33,V ugm-3,1,V ugm-3,17,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),58,V ugm-3,17,V ugm-3,14,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq)
2/16/2022,No data,V ugm-3,15,V ugm-3,1,V ugm-3,0.12,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),62,V ugm-3,9,V ugm-3,1,V ugm-3,No data,V mgm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),59,V ugm-3,19,V ugm-3,0,V ugm-3,14,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),70,V ugm-3,5,V ugm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
2/17/2022,No data,V ugm-3,19,V ugm-3,1,V ugm-3,0.076,V mgm-3,7,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),71,V ugm-3,12,V ugm-3,1,V ugm-3,No data,V mgm-3,19,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),53,V ugm-3,28,V ugm-3,0,V ugm-3,16,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),69,V ugm-3,11,V ugm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
2/18/2022,No data,V ugm-3,13,V ugm-3,1,V ugm-3,0.091,V mgm-3,4,V ugm-3 (FIDAS),2,V ugm-3 (Ref.eq),73,V ugm-3,7,V ugm-3,1,V ugm-3,No data,V mgm-3,13,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),62,V ugm-3,19,V ugm-3,1,V ugm-3,11,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),72,V ugm-3,7,V ugm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
2/19/2022,No data,V ugm-3,12,V ugm-3,1,V ugm-3,0.097,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),62,V ugm-3,13,V ugm-3,0,V ugm-3,No data,V mgm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),37,V ugm-3,36,V ugm-3,0,V ugm-3,11,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),52,V ugm-3,19,V ugm-3,8,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
2/20/2022,No data,V ugm-3,11,V ugm-3,2,V ugm-3,0.12,V mgm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),77,V ugm-3,5,V ugm-3,1,V ugm-3,No data,V mgm-3,13,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),66,V ugm-3,15,V ugm-3,0,V ugm-3,10,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),77,V ugm-3,5,V ugm-3,6,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
2/21/2022,No data,V ugm-3,16,V ugm-3,1,V ugm-3,0.1,V mgm-3,9,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),65,V ugm-3,13,V ugm-3,0,V ugm-3,No data,V mgm-3,16,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),59,V ugm-3,19,V ugm-3,1,V ugm-3,28,V ugm-3 (FIDAS),14,V ugm-3 (Ref.eq),69,V ugm-3,7,V ugm-3,18,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq)
2/22/2022,No data,V ugm-3,12,V ugm-3,1,V ugm-3,0.11,V mgm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),56,V ugm-3,22,V ugm-3,0,V ugm-3,No data,V mgm-3,15,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),49,V ugm-3,29,V ugm-3,0,V ugm-3,15,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),68,V ugm-3,9,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
2/23/2022,No data,V ugm-3,7,V ugm-3,1,V ugm-3,0.094,V mgm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),60,V ugm-3,18,V ugm-3,0,V ugm-3,No data,V mgm-3,15,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),49,V ugm-3,30,V ugm-3,0,V ugm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),67,V ugm-3,10,V ugm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
2/24/2022,No data,V ugm-3,8,V ugm-3,1,V ugm-3,0.069,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),68,V ugm-3,12,V ugm-3,1,V ugm-3,No data,V mgm-3,7,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),51,V ugm-3,26,V ugm-3,1,V ugm-3,12,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),68,V ugm-3,7,V ugm-3,6,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq)
2/25/2022,No data,V ugm-3,15,V ugm-3,1,V ugm-3,0.079,V mgm-3,11,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),45,V ugm-3,33,V ugm-3,1,V ugm-3,0.26,V mgm-3,18,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),49,V ugm-3,32,V ugm-3,0,V ugm-3,22,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),60,V ugm-3,19,V ugm-3,15,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq)
2/26/2022,No data,V ugm-3,5,V ugm-3,1,V ugm-3,0.065,V mgm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),45,V ugm-3,34,V ugm-3,1,V ugm-3,0.26,V mgm-3,15,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),45,V ugm-3,32,V ugm-3,1,V ugm-3,22,V ugm-3 (FIDAS),15,V ugm-3 (Ref.eq),52,V ugm-3,21,V ugm-3,16,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq)
2/27/2022,No data,V ugm-3,12,V ugm-3,1,V ugm-3,0.068,V mgm-3,10,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),60,V ugm-3,14,V ugm-3,0,V ugm-3,0.15,V mgm-3,12,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),50,V ugm-3,24,V ugm-3,1,V ugm-3,15,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),47,V ugm-3,22,V ugm-3,14,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq)
2/28/2022,No data,V ugm-3,13,V ugm-3,1,V ugm-3,0.082,V mgm-3,8,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),55,V ugm-3,20,V ugm-3,0,V ugm-3,0.19,V mgm-3,15,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),36,V ugm-3,34,V ugm-3,0,V ugm-3,13,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),49,V ugm-3,18,V ugm-3,13,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq)
3/1/2022,No data,V ugm-3,25,V ugm-3,1,V ugm-3,0.089,V mgm-3,17,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),38,V ugm-3,22,V ugm-3,0,V ugm-3,0.24,V mgm-3,7,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),36,V ugm-3,40,V ugm-3,1,V ugm-3,17,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),55,V ugm-3,20,V ugm-3,14,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq)
3/2/2022,No data,V ugm-3,13,V ugm-3,1,V ugm-3,0.087,V mgm-3,14,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),26,V ugm-3,45,V ugm-3,1,V ugm-3,0.33,V mgm-3,26,V ugm-3 (FIDAS),21,V ugm-3 (Ref.eq),28,V ugm-3,41,V ugm-3,1,V ugm-3,16,V ugm-3 (FIDAS),13,V ugm-3 (Ref.eq),32,V ugm-3,31,V ugm-3,24,V ugm-3 (FIDAS),21,V ugm-3 (Ref.eq)
3/3/2022,No data,V ugm-3,26,V ugm-3,1,V ugm-3,0.13,V mgm-3,17,V ugm-3 (FIDAS),15,V ugm-3 (Ref.eq),30,V ugm-3,37,V ugm-3,1,V ugm-3,0.33,V mgm-3,29,V ugm-3 (FIDAS),21,V ugm-3 (Ref.eq),16,V ugm-3,45,V ugm-3,1,V ugm-3,43,V ugm-3 (FIDAS),35,V ugm-3 (Ref.eq),7,V ugm-3,44,V ugm-3,56,V ugm-3 (FIDAS),46,V ugm-3 (Ref.eq)
3/4/2022,No data,V ugm-3,24,V ugm-3,1,V ugm-3,0.088,V mgm-3,4,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),44,V ugm-3,26,V ugm-3,1,V ugm-3,0.2,V mgm-3,11,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),45,V ugm-3,33,V ugm-3,0,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),47,V ugm-3,22,V ugm-3,8,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq)
3/5/2022,No data,V ugm-3,26,V ugm-3,1,V ugm-3,0.084,V mgm-3,10,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),59,V ugm-3,13,V ugm-3,0,V ugm-3,0.15,V mgm-3,11,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),45,V ugm-3,30,V ugm-3,1,V ugm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),66,V ugm-3,12,V ugm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
3/6/2022,No data,V ugm-3,32,V ugm-3,1,V ugm-3,0.1,V mgm-3,14,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),71,V ugm-3,9,V ugm-3,0,V ugm-3,0.11,V mgm-3,10,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),49,V ugm-3,33,V ugm-3,0,V ugm-3,14,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),61,V ugm-3,21,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
3/7/2022,No data,V ugm-3,22,V ugm-3,1,V ugm-3,0.078,V mgm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),62,V ugm-3,20,V ugm-3,0,V ugm-3,0.13,V mgm-3,17,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq),34,V ugm-3,48,V ugm-3,1,V ugm-3,19,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),38,V ugm-3,34,V ugm-3,18,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq)
3/8/2022,No data,V ugm-3,13,V ugm-3,1,V ugm-3,0.1,V mgm-3,26,V ugm-3 (FIDAS),19,V ugm-3 (Ref.eq),No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,35,V ugm-3 (FIDAS),26,V ugm-3 (Ref.eq),42,V ugm-3,34,V ugm-3,1,V ugm-3,34,V ugm-3 (FIDAS),22,V ugm-3 (Ref.eq),42,V ugm-3,30,V ugm-3,36,V ugm-3 (FIDAS),26,V ugm-3 (Ref.eq)
3/9/2022,No data,V ugm-3,9,V ugm-3,1,V ugm-3,0.071,V mgm-3,11,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),No data,V ugm-3,No data,V ugm-3,No data,V ugm-3,No data,V mgm-3,15,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),55,V ugm-3,25,V ugm-3,1,V ugm-3,18,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq),54,V ugm-3,19,V ugm-3,24,V ugm-3 (FIDAS),15,V ugm-3 (Ref.eq)
3/10/2022,No data,V ugm-3,12,V ugm-3,1,V ugm-3,0.063,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),61,V ugm-3,16,V ugm-3,1,V ugm-3,No data,V mgm-3,17,V ugm-3 (FIDAS),12,V ugm-3 (Ref.eq),49,V ugm-3,30,V ugm-3,0,V ugm-3,14,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),51,V ugm-3,20,V ugm-3,19,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq)
3/11/2022,No data,V ugm-3,17,V ugm-3,1,V ugm-3,0.084,V mgm-3,16,V ugm-3 (FIDAS),13,V ugm-3 (Ref.eq),61,V ugm-3,13,V ugm-3,1,V ugm-3,No data,V mgm-3,13,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),48,V ugm-3,30,V ugm-3,1,V ugm-3,18,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq),48,V ugm-3,23,V ugm-3,21,V ugm-3 (FIDAS),16,V ugm-3 (Ref.eq)
3/12/2022,No data,V ugm-3,10,V ugm-3,1,V ugm-3,0.078,V mgm-3,5,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),76,V ugm-3,6,V ugm-3,0,V ugm-3,No data,V mgm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),60,V ugm-3,23,V ugm-3,0,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),66,V ugm-3,13,V ugm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq)
3/13/2022,No data,V ugm-3,9,V ugm-3,1,V ugm-3,0.061,V mgm-3,8,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),68,V ugm-3,9,V ugm-3,0,V ugm-3,No data,V mgm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),59,V ugm-3,21,V ugm-3,0,V ugm-3,10,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),64,V ugm-3,12,V ugm-3,10,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
3/14/2022,No data,V ugm-3,10,V ugm-3,0,V ugm-3,0.064,V mgm-3,7,V ugm-3 (FIDAS),3,V ugm-3 (Ref.eq),42,V ugm-3,28,V ugm-3,0,V ugm-3,No data,V mgm-3,11,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),42,V ugm-3,35,V ugm-3,1,V ugm-3,14,V ugm-3 (FIDAS),7,V ugm-3 (Ref.eq),61,V ugm-3,14,V ugm-3,11,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq)
3/15/2022,No data,V ugm-3,8,V ugm-3,1,V ugm-3,0.068,V mgm-3,9,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),40,V ugm-3,36,V ugm-3,1,V ugm-3,No data,V mgm-3,16,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq),34,V ugm-3,50,V ugm-3,1,V ugm-3,18,V ugm-3 (FIDAS),9,V ugm-3 (Ref.eq),39,V ugm-3,33,V ugm-3,19,V ugm-3 (FIDAS),10,V ugm-3 (Ref.eq)
3/16/2022,No data,V ugm-3,22,V ugm-3,1,V ugm-3,0.1,V mgm-3,7,V ugm-3 (FIDAS),4,V ugm-3 (Ref.eq),32,V ugm-3,25,V ugm-3,1,V ugm-3,No data,V mgm-3,21,V ugm-3 (FIDAS),14,V ugm-3 (Ref.eq),34,V ugm-3,35,V ugm-3,1,V ugm-3,22,V ugm-3 (FIDAS),16,V ugm-3 (Ref.eq),38,V ugm-3,26,V ugm-3,22,V ugm-3 (FIDAS),18,V ugm-3 (Ref.eq)
3/17/2022,No data,V ugm-3,16,V ugm-3,1,V ugm-3,0.082,V mgm-3,12,V ugm-3 (FIDAS),6,V ugm-3 (Ref.eq),43,V ugm-3,26,V ugm-3,1,V ugm-3,No data,V mgm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq),38,V ugm-3,37,V ugm-3,0,V ugm-3,16,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),61,V ugm-3,13,V ugm-3,10,V ugm-3 (FIDAS),5,V ugm-3 (Ref.eq)
3/18/2022,No data,V ugm-3,19,V ugm-3,1,V ugm-3,0.084,V mgm-3,16,V ugm-3 (FIDAS),8,V ugm-3 (Ref.eq),44,V ugm-3,30,V ugm-3,1,V ugm-3,0.18,V mgm-3,19,V ugm-3 (FIDAS),11,V ugm-3 (Ref.eq),26,V ugm-3,55,V ugm-3,1,V ugm-3,23,V ugm-3 (FIDAS),14,V ugm-3 (Ref.eq),34,V ugm-3,32,V ugm-3,19,V ugm-3 (FIDAS),12,V ugm-3 (Ref.eq)
